"","session","species","var","SVC_tl","SVC_abundance","size_bin"
"2885",196,"cocoa damselfish","3",8,1,2
"2886",196,"redband parrotfish","3",4,1,1
"2887",196,"stoplight parrotfish","3",4,1,1
"2888",196,"striped parrotfish","3",4,6,1
"2889",196,"bluehead wrasse","3",6,4,2
"2890",196,"striped parrotfish","4",5.5,2,2
"2891",196,"bluehead wrasse","4",8.5,1,2
"2892",196,"gray angelfish","5",10,1,2
"2893",196,"ocean surgeonfish","5",12,1,3
"2894",196,"redband parrotfish","5",10,1,2
"2895",196,"stoplight parrotfish","5",4,1,1
"2896",196,"striped parrotfish","5",7,1,2
"2897",196,"bluehead wrasse","5",11,1,3
"2898",197,"clown wrasse","1",7,1,2
"2899",197,"slippery dick","1",6,1,2
"2900",197,"ocean surgeonfish","1",12,1,3
"2901",197,"redband parrotfish","1",4,1,1
"2902",197,"bluehead wrasse","1",2,1,1
"2903",197,"yellowhead wrasse","1",5,1,1
"2904",197,"bicolor damselfish","1",3,1,1
"2905",197,"bluehead wrasse","2",4,2.75,1
"2906",197,"yellowhead wrasse","2",5.5,0.25,2
"2907",197,"bicolor damselfish","2",3.5,3.25,1
"2908",197,"trumpetfish","3",10,1,2
"2909",197,"graysby","3",15,1,3
"2910",197,"greenblotch parrotfish","3",3,1,1
"2911",197,"striped parrotfish","3",18,1,4
"2912",197,"lantern bass","3",3,1,1
"2913",197,"sharpnose puffer","3",4,1,1
"2914",197,"colon goby","3",3,1,1
"2915",197,"slender filefish","3",4,1,1
"2916",197,"scrawled filefish","3",48,1,6
"2917",197,"bandtail puffer","3",13,1,3
"2918",197,"reef butterflyfish","3",8,1,2
"2919",197,"blue tang","3",18,1,4
"2920",197,"ocean surgeonfish","3",12,1,3
"2921",197,"redband parrotfish","3",6,2,2
"2922",197,"bluehead wrasse","3",6,7.5,2
"2923",197,"yellowhead wrasse","3",6,2.5,2
"2924",197,"bicolor damselfish","3",4,8.5,1
"2925",197,"bluehead wrasse","4",9.5,2.75,2
"2926",197,"yellowhead wrasse","4",7,0.25,2
"2927",197,"bicolor damselfish","4",5,3.25,1
"2928",197,"clown wrasse","5",11,1,3
"2929",197,"slippery dick","5",11,1,3
"2930",197,"ocean surgeonfish","5",15,1,3
"2931",197,"redband parrotfish","5",12,1,3
"2932",197,"bluehead wrasse","5",13,1,3
"2933",197,"yellowhead wrasse","5",8,1,2
"2934",197,"bicolor damselfish","5",6,1,2
"2935",198,"blue tang","1",15,1,3
"2936",198,"sharpnose puffer","1",2,1,1
"2937",198,"foureye butterflyfish","1",9,1,2
"2938",198,"white grunt","1",22,1,5
"2939",198,"brown chromis","1",9,1,2
"2940",198,"spotfin butterflyfish","1",14,1,3
"2941",198,"reef butterflyfish","1",12,1,3
"2942",198,"stoplight parrotfish","1",4,1,1
"2943",198,"scrawled filefish","1",40,1,6
"2944",198,"yellowhead wrasse","1",4,1,1
"2945",198,"striped parrotfish","1",4,1,1
"2946",198,"bluehead wrasse","1",4,1,1
"2947",198,"bicolor damselfish","1",3,1,1
"2948",198,"masked goby","1",2,1,1
"2949",198,"redband parrotfish","1",4,1,1
"2950",198,"blue chromis","1",4,1,1
"2951",198,"creole wrasse","1",10,1,2
"2952",198,"bluehead wrasse","2",5.5,5.25,2
"2953",198,"bicolor damselfish","2",4,6.5,1
"2954",198,"masked goby","2",2.5,8.25,1
"2955",198,"redband parrotfish","2",5.5,1.5,2
"2956",198,"blue chromis","2",5.5,0.25,2
"2957",198,"creole wrasse","2",10,3.5,2
"2958",198,"butter hamlet","3",9,1,2
"2959",198,"redtail parrotfish","3",38,1,6
"2960",198,"cocoa damselfish","3",7,1,2
"2961",198,"ocean surgeonfish","3",13,1,3
"2962",198,"gray angelfish","3",6,1,2
"2963",198,"rock beauty","3",8,1,2
"2964",198,"harlequin bass","3",8,1,2
"2965",198,"clown wrasse","3",3,1,1
"2966",198,"graysby","3",20,1,4
"2967",198,"cero","3",60,1,6
"2968",198,"greenblotch parrotfish","3",4,1,1
"2969",198,"yellowtail parrotfish","3",35,1,6
"2970",198,"smooth trunkfish","3",28,1,5
"2971",198,"balloonfish","3",25,1,5
"2972",198,"rainbow wrasse","3",10,1,2
"2973",198,"stoplight parrotfish","3",5,1,1
"2974",198,"scrawled filefish","3",50,1,6
"2975",198,"yellowhead wrasse","3",7,2,2
"2976",198,"striped parrotfish","3",6,2,2
"2977",198,"bluehead wrasse","3",7,12.5,2
"2978",198,"bicolor damselfish","3",5,15,1
"2979",198,"masked goby","3",3,18.5,1
"2980",198,"redband parrotfish","3",7,5,2
"2981",198,"blue chromis","3",7,2.5,2
"2982",198,"creole wrasse","3",10,9,2
"2983",198,"bluehead wrasse","4",8.5,5.25,2
"2984",198,"bicolor damselfish","4",6,6.5,2
"2985",198,"masked goby","4",3.5,8.25,1
"2986",198,"redband parrotfish","4",9.5,1.5,2
"2987",198,"blue chromis","4",8,0.25,2
"2988",198,"creole wrasse","4",11.5,3.5,3
"2989",198,"blue tang","5",15,1,3
"2990",198,"sharpnose puffer","5",4,1,1
"2991",198,"foureye butterflyfish","5",11,1,3
"2992",198,"white grunt","5",24,1,5
"2993",198,"brown chromis","5",11,1,3
"2994",198,"spotfin butterflyfish","5",14,1,3
"2995",198,"reef butterflyfish","5",14,1,3
"2996",198,"stoplight parrotfish","5",50,1,6
"2997",198,"scrawled filefish","5",50,1,6
"2998",198,"yellowhead wrasse","5",8,1,2
"2999",198,"striped parrotfish","5",18,1,4
"3000",198,"bluehead wrasse","5",10,1,2
"3001",198,"bicolor damselfish","5",7,1,2
"3002",198,"masked goby","5",4,1,1
"3003",198,"redband parrotfish","5",12,1,3
"3004",198,"blue chromis","5",9,1,2
"3005",198,"creole wrasse","5",13,1,3
"3006",199,"redband parrotfish","1",5,1,1
"3007",199,"bluehead wrasse","1",3,1,1
"3008",199,"white grunt","1",8,1,2
"3009",199,"bluestriped grunt","1",10,1,2
"3010",199,"sergeant major","1",6,1,2
"3011",199,"striped parrotfish","1",3,1,1
"3012",199,"white grunt","2",11.5,0.25,3
"3013",199,"bluestriped grunt","2",10,0.25,2
"3014",199,"sergeant major","2",7,0.25,2
"3015",199,"striped parrotfish","2",4.5,5,1
"3016",199,"french grunt","3",12,1,3
"3017",199,"tomtate","3",8,1,2
"3018",199,"cocoa damselfish","3",6,1,2
"3019",199,"stoplight parrotfish","3",5,1,1
"3020",199,"threespot damselfish","3",8,1,2
"3021",199,"slender filefish","3",7,1,2
"3022",199,"bar jack","3",15,1,3
"3023",199,"ocean surgeonfish","3",17,1,4
"3024",199,"foureye butterflyfish","3",7,1,2
"3025",199,"bluehead wrasse","3",7,2,2
"3026",199,"white grunt","3",15,2.5,3
"3027",199,"bluestriped grunt","3",10,2.5,2
"3028",199,"sergeant major","3",8,2.5,2
"3029",199,"striped parrotfish","3",6,12,2
"3030",199,"white grunt","4",19.5,0.25,4
"3031",199,"bluestriped grunt","4",12.5,0.25,3
"3032",199,"sergeant major","4",8.5,0.25,2
"3033",199,"striped parrotfish","4",8.5,5,2
"3034",199,"redband parrotfish","5",5,1,1
"3035",199,"bluehead wrasse","5",14,1,3
"3036",199,"white grunt","5",24,1,5
"3037",199,"bluestriped grunt","5",15,1,3
"3038",199,"sergeant major","5",9,1,2
"3039",199,"striped parrotfish","5",11,1,3
"3040",200,"white grunt","1",15,1,3
"3041",200,"stoplight parrotfish","1",9,1,2
"3042",200,"blue tang","1",8,1,2
"3043",200,"bar jack","1",17,1,4
"3044",200,"sergeant major","1",10,1,2
"3045",200,"atlantic spadefish","1",30,1,5
"3046",200,"striped parrotfish","1",5,1,1
"3047",200,"gray snapper","1",15,1,3
"3048",200,"bluehead wrasse","1",5,1,1
"3049",200,"redband parrotfish","1",4,1,1
"3050",200,"masked goby","1",2,1,1
"3051",200,"tomtate","1",10,1,2
"3052",200,"striped parrotfish","2",6,1.5,2
"3053",200,"gray snapper","2",17.5,0.75,4
"3054",200,"bluehead wrasse","2",5.5,6,2
"3055",200,"redband parrotfish","2",5.5,1,2
"3056",200,"masked goby","2",2.5,1.25,1
"3057",200,"tomtate","2",12.5,7.75,3
"3058",200,"butter hamlet","3",7,1,2
"3059",200,"yellowtail snapper","3",20,1,4
"3060",200,"ocean surgeonfish","3",12,1,3
"3061",200,"hogfish","3",15,1,3
"3062",200,"trumpetfish","3",40,1,6
"3063",200,"bluestriped grunt","3",20,1,4
"3064",200,"sharpnose puffer","3",4,1,1
"3065",200,"threespot damselfish","3",6.5,1,2
"3066",200,"colon goby","3",3,1,1
"3067",200,"schoolmaster snapper","3",28,1,5
"3068",200,"gray angelfish","3",30,1,5
"3069",200,"roughhead blenny","3",2,1,1
"3070",200,"smooth trunkfish","3",10,1,2
"3071",200,"queen angelfish","3",20,1,4
"3072",200,"midnight parrotfish","3",15,1,3
"3073",200,"sergeant major","3",11,2,3
"3074",200,"atlantic spadefish","3",35,2,6
"3075",200,"striped parrotfish","3",7,5,2
"3076",200,"gray snapper","3",20,3.5,4
"3077",200,"bluehead wrasse","3",6,14,2
"3078",200,"redband parrotfish","3",7,4,2
"3079",200,"masked goby","3",3,4.5,1
"3080",200,"tomtate","3",15,17.5,3
"3081",200,"striped parrotfish","4",10,1.5,2
"3082",200,"gray snapper","4",21,0.75,5
"3083",200,"bluehead wrasse","4",9,6,2
"3084",200,"redband parrotfish","4",9,1,2
"3085",200,"masked goby","4",3.5,1.25,1
"3086",200,"tomtate","4",16,7.75,4
"3087",200,"white grunt","5",15,1,3
"3088",200,"stoplight parrotfish","5",15,1,3
"3089",200,"blue tang","5",15,1,3
"3090",200,"bar jack","5",20,1,4
"3091",200,"sergeant major","5",11,1,3
"3092",200,"atlantic spadefish","5",40,1,6
"3093",200,"striped parrotfish","5",13,1,3
"3094",200,"gray snapper","5",22,1,5
"3095",200,"bluehead wrasse","5",12,1,3
"3096",200,"redband parrotfish","5",11,1,3
"3097",200,"masked goby","5",4,1,1
"3098",200,"tomtate","5",17,1,4
"3099",201,"reef butterflyfish","1",10,1,2
"3100",201,"clown wrasse","1",6,1,2
"3101",201,"blue tang","1",15,1,3
"3102",201,"harlequin bass","1",7,1,2
"3103",201,"foureye butterflyfish","1",7,1,2
"3104",201,"blue chromis","1",9,1,2
"3105",201,"bluelip parrotfish","1",3,1,1
"3106",201,"masked goby","1",2,1,1
"3107",201,"striped parrotfish","1",5,1,1
"3108",201,"greenblotch parrotfish","1",3,1,1
"3109",201,"bluehead wrasse","1",4,1,1
"3110",201,"bicolor damselfish","1",3,1,1
"3111",201,"yellowhead wrasse","1",3,1,1
"3112",201,"ocean surgeonfish","1",12,1,3
"3113",201,"redband parrotfish","1",3,1,1
"3114",201,"mackerel scad","1",15,1,3
"3115",201,"creole wrasse","1",10,1,2
"3116",201,"bluehead wrasse","2",5,4,1
"3117",201,"bicolor damselfish","2",4,5.5,1
"3118",201,"yellowhead wrasse","2",4.5,0.75,1
"3119",201,"ocean surgeonfish","2",12.5,0.5,3
"3120",201,"redband parrotfish","2",5,0.5,1
"3121",201,"mackerel scad","2",17.5,6.5,4
"3122",201,"creole wrasse","2",10,0.25,2
"3123",201,"pallid goby","3",3,1,1
"3124",201,"sharpnose puffer","3",6,1,2
"3125",201,"porkfish","3",28,1,5
"3126",201,"spotted goatfish","3",8,1,2
"3127",201,"stoplight parrotfish","3",8,1,2
"3128",201,"princess parrotfish","3",38,1,6
"3129",201,"graysby","3",15,1,3
"3130",201,"blue angelfish","3",24,1,5
"3131",201,"rock beauty","3",11,1,3
"3132",201,"butter hamlet","3",8,1,2
"3133",201,"french grunt","3",18,1,4
"3134",201,"redtail parrotfish","3",45,1,6
"3135",201,"scrawled filefish","3",35,1,6
"3136",201,"blue chromis","3",9,1,2
"3137",201,"bluelip parrotfish","3",4,1,1
"3138",201,"masked goby","3",3,2,1
"3139",201,"striped parrotfish","3",6,2,2
"3140",201,"greenblotch parrotfish","3",3,2,1
"3141",201,"bluehead wrasse","3",6,10,2
"3142",201,"bicolor damselfish","3",5,13,1
"3143",201,"yellowhead wrasse","3",6,3.5,2
"3144",201,"ocean surgeonfish","3",13,3,3
"3145",201,"redband parrotfish","3",7,3,2
"3146",201,"mackerel scad","3",20,15,4
"3147",201,"creole wrasse","3",10,2.5,2
"3148",201,"bluehead wrasse","4",9.5,4,2
"3149",201,"bicolor damselfish","4",5.5,5.5,2
"3150",201,"yellowhead wrasse","4",7.5,0.75,2
"3151",201,"ocean surgeonfish","4",14,0.5,3
"3152",201,"redband parrotfish","4",13.5,0.5,3
"3153",201,"mackerel scad","4",20,6.5,4
"3154",201,"creole wrasse","4",11,0.25,3
"3155",201,"reef butterflyfish","5",10,1,2
"3156",201,"clown wrasse","5",8,1,2
"3157",201,"blue tang","5",15,1,3
"3158",201,"harlequin bass","5",9,1,2
"3159",201,"foureye butterflyfish","5",7,1,2
"3160",201,"blue chromis","5",10,1,2
"3161",201,"bluelip parrotfish","5",4,1,1
"3162",201,"masked goby","5",3,1,1
"3163",201,"striped parrotfish","5",7,1,2
"3164",201,"greenblotch parrotfish","5",5,1,1
"3165",201,"bluehead wrasse","5",13,1,3
"3166",201,"bicolor damselfish","5",6,1,2
"3167",201,"yellowhead wrasse","5",9,1,2
"3168",201,"ocean surgeonfish","5",15,1,3
"3169",201,"redband parrotfish","5",20,1,4
"3170",201,"mackerel scad","5",20,1,4
"3171",201,"creole wrasse","5",12,1,3
"3172",202,"striped parrotfish","1",5,1,1
"3173",202,"blue tang","1",13,1,3
"3174",202,"yellowhead wrasse","1",5,1,1
"3175",202,"princess parrotfish","1",20,1,4
"3176",202,"reef butterflyfish","1",10,1,2
"3177",202,"graysby","1",12,1,3
"3178",202,"banded butterflyfish","1",10,1,2
"3179",202,"stoplight parrotfish","1",33,1,6
"3180",202,"ocean surgeonfish","1",15,1,3
"3181",202,"spotfin butterflyfish","1",10,1,2
"3182",202,"bicolor damselfish","1",4,1,1
"3183",202,"blue chromis","1",7,1,2
"3184",202,"bluehead wrasse","1",4,1,1
"3185",202,"creole wrasse","1",8,1,2
"3186",202,"redband parrotfish","1",3,1,1
"3187",202,"bicolor damselfish","2",4.5,3.5,1
"3188",202,"blue chromis","2",7,0.75,2
"3189",202,"bluehead wrasse","2",6,7.25,2
"3190",202,"creole wrasse","2",8.5,4,2
"3191",202,"redband parrotfish","2",4,0.25,1
"3192",202,"white grunt","3",22,1,5
"3193",202,"harlequin bass","3",7,1,2
"3194",202,"french grunt","3",22,1,5
"3195",202,"scrawled filefish","3",40,1,6
"3196",202,"rock beauty","3",13,1,3
"3197",202,"greenblotch parrotfish","3",4,1,1
"3198",202,"gray angelfish","3",30,1,5
"3199",202,"clown wrasse","3",6,1,2
"3200",202,"spotted goatfish","3",7,1,2
"3201",202,"spanish hogfish","3",10,1,2
"3202",202,"sharpnose puffer","3",6,1,2
"3203",202,"foureye butterflyfish","3",8,1,2
"3204",202,"queen angelfish","3",30,1,5
"3205",202,"spotted trunkfish","3",10,1,2
"3206",202,"redtail parrotfish","3",50,1,6
"3207",202,"cero","3",40,1,6
"3208",202,"barred hamlet","3",12,1,3
"3209",202,"ocean surgeonfish","3",15,1,3
"3210",202,"spotfin butterflyfish","3",10,2,2
"3211",202,"bicolor damselfish","3",5,9,1
"3212",202,"blue chromis","3",7,3.5,2
"3213",202,"bluehead wrasse","3",8,16.5,2
"3214",202,"creole wrasse","3",9,10,2
"3215",202,"redband parrotfish","3",5,2.5,1
"3216",202,"bicolor damselfish","4",5.5,3.5,2
"3217",202,"blue chromis","4",8.5,0.75,2
"3218",202,"bluehead wrasse","4",10,7.25,2
"3219",202,"creole wrasse","4",10.5,4,3
"3220",202,"redband parrotfish","4",6.5,0.25,2
"3221",202,"striped parrotfish","5",7,1,2
"3222",202,"blue tang","5",15,1,3
"3223",202,"yellowhead wrasse","5",7,1,2
"3224",202,"princess parrotfish","5",25,1,5
"3225",202,"reef butterflyfish","5",11,1,3
"3226",202,"graysby","5",17,1,4
"3227",202,"banded butterflyfish","5",10,1,2
"3228",202,"stoplight parrotfish","5",40,1,6
"3229",202,"ocean surgeonfish","5",20,1,4
"3230",202,"spotfin butterflyfish","5",12,1,3
"3231",202,"bicolor damselfish","5",6,1,2
"3232",202,"blue chromis","5",10,1,2
"3233",202,"bluehead wrasse","5",12,1,3
"3234",202,"creole wrasse","5",12,1,3
"3235",202,"redband parrotfish","5",8,1,2
"3236",203,"blue tang","1",12,1,3
"3237",203,"doctorfish","1",12,1,3
"3238",203,"neon goby","1",3,1,1
"3239",203,"sergeant major","1",5,1,1
"3240",203,"bluehead wrasse","1",4,1,1
"3241",203,"stoplight parrotfish","1",4,1,1
"3242",203,"white grunt","1",10,1,2
"3243",203,"sailor's choice","1",20,1,4
"3244",203,"bluestriped grunt","1",20,1,4
"3245",203,"schoolmaster snapper","1",17,1,4
"3246",203,"striped parrotfish","1",5,1,1
"3247",203,"white grunt","2",15,10,3
"3248",203,"sailor's choice","2",22.5,3,5
"3249",203,"bluestriped grunt","2",22.5,11.5,5
"3250",203,"schoolmaster snapper","2",18.5,1,4
"3251",203,"striped parrotfish","2",5,1.75,1
"3252",203,"hogfish","3",20,1,4
"3253",203,"cero","3",40,1,6
"3254",203,"foureye butterflyfish","3",7,1,2
"3255",203,"yellow chub","3",20,1,4
"3256",203,"sergeant major","3",6,1,2
"3257",203,"bluehead wrasse","3",6,1,2
"3258",203,"stoplight parrotfish","3",6,1,2
"3259",203,"white grunt","3",20,22,4
"3260",203,"sailor's choice","3",25,8,5
"3261",203,"bluestriped grunt","3",25,25,5
"3262",203,"schoolmaster snapper","3",20,4,4
"3263",203,"striped parrotfish","3",5,5.5,1
"3264",203,"white grunt","4",22.5,10,5
"3265",203,"sailor's choice","4",27.5,3,5
"3266",203,"bluestriped grunt","4",27.5,11.5,5
"3267",203,"schoolmaster snapper","4",22.5,1,5
"3268",203,"striped parrotfish","4",8.5,1.75,2
"3269",203,"blue tang","5",12,1,3
"3270",203,"doctorfish","5",14,1,3
"3271",203,"neon goby","5",3,1,1
"3272",203,"sergeant major","5",6,1,2
"3273",203,"bluehead wrasse","5",6,1,2
"3274",203,"stoplight parrotfish","5",6,1,2
"3275",203,"white grunt","5",25,1,5
"3276",203,"sailor's choice","5",30,1,5
"3277",203,"bluestriped grunt","5",30,1,5
"3278",203,"schoolmaster snapper","5",25,1,5
"3279",203,"striped parrotfish","5",12,1,3
"3280",204,"doctorfish","1",18,1,4
"3281",204,"yellowhead wrasse","1",4,1,1
"3282",204,"blue tang","1",10,1,2
"3283",204,"white grunt","1",30,1,5
"3284",204,"stoplight parrotfish","1",6,1,2
"3285",204,"masked goby","1",3,1,1
"3286",204,"cero","1",27,1,5
"3287",204,"blue parrotfish","1",37,1,6
"3288",204,"bucktooth parrotfish","1",6,1,2
"3289",204,"bluehead wrasse","1",3,1,1
"3290",204,"french grunt","1",8,1,2
"3291",204,"redband parrotfish","1",4,1,1
"3292",204,"striped parrotfish","1",3,1,1
"3293",204,"tomtate","1",9,1,2
"3294",204,"greenblotch parrotfish","1",4,1,1
"3295",204,"bicolor damselfish","1",2,1.15,1
"3296",204,"bluehead wrasse","2",3,2.25,1
"3297",204,"french grunt","2",8.5,16.25,2
"3298",204,"redband parrotfish","2",4.5,0.5,1
"3299",204,"striped parrotfish","2",4,0.5,1
"3300",204,"tomtate","2",9.5,5.5,2
"3301",204,"greenblotch parrotfish","2",5.5,1,2
"3302",204,"bicolor damselfish","2",3,27.6,1
"3303",204,"clown wrasse","3",3,1,1
"3304",204,"cocoa damselfish","3",8,1,2
"3305",204,"graysby","3",15,1,3
"3306",204,"sharpnose puffer","3",6,1,2
"3307",204,"ocean surgeonfish","3",8,1,2
"3308",204,"rainbow parrotfish","3",45,1,6
"3309",204,"yellowtail snapper","3",15,1,3
"3310",204,"harlequin bass","3",7,1,2
"3311",204,"slippery dick","3",7,1,2
"3312",204,"spanish hogfish","3",26,1,5
"3313",204,"gray angelfish","3",27,1,5
"3314",204,"hogfish","3",30,1,5
"3315",204,"scrawled filefish","3",40,1,6
"3316",204,"french angelfish","3",25,1,5
"3317",204,"rock beauty","3",8,1,2
"3318",204,"puddingwife","3",6,1,2
"3319",204,"slender filefish","3",5,1,1
"3320",204,"butter hamlet","3",7,1,2
"3321",204,"trumpetfish","3",25,1,5
"3322",204,"cero","3",30,1,5
"3323",204,"blue parrotfish","3",40,1,6
"3324",204,"bucktooth parrotfish","3",7,2,2
"3325",204,"bluehead wrasse","3",3,6.5,1
"3326",204,"french grunt","3",9,34.5,2
"3327",204,"redband parrotfish","3",5,3,1
"3328",204,"striped parrotfish","3",5,3,1
"3329",204,"tomtate","3",10,13,2
"3330",204,"greenblotch parrotfish","3",7,4,2
"3331",204,"bicolor damselfish","3",4,57.5,1
"3332",204,"bluehead wrasse","4",4.5,2.25,1
"3333",204,"french grunt","4",10.5,16.25,3
"3334",204,"redband parrotfish","4",7.5,0.5,2
"3335",204,"striped parrotfish","4",8,0.5,2
"3336",204,"tomtate","4",11.5,5.5,3
"3337",204,"greenblotch parrotfish","4",7.5,1,2
"3338",204,"bicolor damselfish","4",5,27.6,1
"3339",204,"doctorfish","5",18,1,4
"3340",204,"yellowhead wrasse","5",7,1,2
"3341",204,"blue tang","5",12,1,3
"3342",204,"white grunt","5",32,1,6
"3343",204,"stoplight parrotfish","5",8,1,2
"3344",204,"masked goby","5",3,1,1
"3345",204,"cero","5",30,1,5
"3346",204,"blue parrotfish","5",45,1,6
"3347",204,"bucktooth parrotfish","5",8,1,2
"3348",204,"bluehead wrasse","5",6,1,2
"3349",204,"french grunt","5",12,1,3
"3350",204,"redband parrotfish","5",10,1,2
"3351",204,"striped parrotfish","5",11,1,3
"3352",204,"tomtate","5",13,1,3
"3353",204,"greenblotch parrotfish","5",8,1,2
"3354",204,"bicolor damselfish","5",6,1.15,2
"3355",205,"foureye butterflyfish","1",7,1,2
"3356",205,"yellowhead wrasse","1",7,1,2
"3357",205,"clown wrasse","1",9,1,2
"3358",205,"slender filefish","1",3,1,1
"3359",205,"blue tang","1",12,1,3
"3360",205,"ocean surgeonfish","1",10,1,2
"3361",205,"french grunt","1",10,1,2
"3362",205,"striped parrotfish","1",5,1,1
"3363",205,"bicolor damselfish","1",3,1,1
"3364",205,"redband parrotfish","1",3,1,1
"3365",205,"greenblotch parrotfish","1",5,1,1
"3366",205,"bluehead wrasse","1",3,1,1
"3367",205,"tomtate","1",10,1,2
"3368",205,"bicolor damselfish","2",4,20.75,1
"3369",205,"redband parrotfish","2",4.5,1.25,1
"3370",205,"greenblotch parrotfish","2",5,0.25,1
"3371",205,"bluehead wrasse","2",3.5,3,1
"3372",205,"tomtate","2",10,1.5,2
"3373",205,"stoplight parrotfish","3",5,1,1
"3374",205,"blue chromis","3",6,1,2
"3375",205,"harlequin bass","3",7,1,2
"3376",205,"yellowtail snapper","3",13,1,3
"3377",205,"cocoa damselfish","3",7,1,2
"3378",205,"graysby","3",8,1,2
"3379",205,"spanish hogfish","3",9,1,2
"3380",205,"slippery dick","3",5,1,1
"3381",205,"hogfish","3",22,1,5
"3382",205,"cero","3",25,1,5
"3383",205,"sharpnose puffer","3",6,1,2
"3384",205,"butter hamlet","3",8,1,2
"3385",205,"scrawled cowfish","3",30,1,5
"3386",205,"bucktooth parrotfish","3",6,1,2
"3387",205,"rainbow parrotfish","3",45,1,6
"3388",205,"scrawled filefish","3",40,1,6
"3389",205,"puddingwife","3",7,1,2
"3390",205,"black grouper","3",70,1,6
"3391",205,"gray angelfish","3",25,1,5
"3392",205,"clown wrasse","3",9,1,2
"3393",205,"slender filefish","3",4,1,1
"3394",205,"blue tang","3",15,1,3
"3395",205,"ocean surgeonfish","3",10,2,2
"3396",205,"french grunt","3",10,2,2
"3397",205,"striped parrotfish","3",5,2,1
"3398",205,"bicolor damselfish","3",5,43.5,1
"3399",205,"redband parrotfish","3",6,4.5,2
"3400",205,"greenblotch parrotfish","3",5,2.5,1
"3401",205,"bluehead wrasse","3",4,8,1
"3402",205,"tomtate","3",10,5,2
"3403",205,"bicolor damselfish","4",6,20.75,2
"3404",205,"redband parrotfish","4",9,1.25,2
"3405",205,"greenblotch parrotfish","4",6,0.25,2
"3406",205,"bluehead wrasse","4",8,3,2
"3407",205,"tomtate","4",11.5,1.5,3
"3408",205,"foureye butterflyfish","5",7,1,2
"3409",205,"yellowhead wrasse","5",7,1,2
"3410",205,"clown wrasse","5",10,1,2
"3411",205,"slender filefish","5",4,1,1
"3412",205,"blue tang","5",15,1,3
"3413",205,"ocean surgeonfish","5",15,1,3
"3414",205,"french grunt","5",13,1,3
"3415",205,"striped parrotfish","5",10,1,2
"3416",205,"bicolor damselfish","5",7,1,2
"3417",205,"redband parrotfish","5",12,1,3
"3418",205,"greenblotch parrotfish","5",7,1,2
"3419",205,"bluehead wrasse","5",12,1,3
"3420",205,"tomtate","5",13,1,3
"3421",206,"cocoa damselfish","1",6,1,2
"3422",206,"cero","1",30,1,5
"3423",206,"yellowhead wrasse","1",7,1,2
"3424",206,"doctorfish","1",15,1,3
"3425",206,"bucktooth parrotfish","1",6,1,2
"3426",206,"clown wrasse","1",3,1,1
"3427",206,"french grunt","1",8,1,2
"3428",206,"striped parrotfish","1",3,1,1
"3429",206,"bluehead wrasse","1",3,1,1
"3430",206,"bicolor damselfish","1",3,1,1
"3431",206,"redband parrotfish","1",4,1,1
"3432",206,"silverside","1",3,20,1
"3433",206,"bluehead wrasse","2",3.5,5.75,1
"3434",206,"bicolor damselfish","2",3.5,5.75,1
"3435",206,"redband parrotfish","2",4.5,0.5,1
"3436",206,"silverside","2",3.5,480,1
"3437",206,"puddingwife","3",6,1,2
"3438",206,"yellowtail snapper","3",13,1,3
"3439",206,"spanish hogfish","3",5,1,1
"3440",206,"blue tang","3",8,1,2
"3441",206,"stoplight parrotfish","3",4,1,1
"3442",206,"ocean surgeonfish","3",9,1,2
"3443",206,"hogfish","3",21,1,5
"3444",206,"greenblotch parrotfish","3",5,1,1
"3445",206,"sharpnose puffer","3",5,1,1
"3446",206,"gag grouper","3",75,1,6
"3447",206,"slippery dick","3",7,1,2
"3448",206,"white grunt","3",30,1,5
"3449",206,"slender filefish","3",5,1,1
"3450",206,"rainbow parrotfish","3",50,1,6
"3451",206,"blue chromis","3",8,1,2
"3452",206,"trumpetfish","3",12,1,3
"3453",206,"graysby","3",10,1,2
"3454",206,"clown wrasse","3",6,1,2
"3455",206,"french grunt","3",10,2,2
"3456",206,"striped parrotfish","3",5,2,1
"3457",206,"bluehead wrasse","3",4,13.5,1
"3458",206,"bicolor damselfish","3",4,13.5,1
"3459",206,"redband parrotfish","3",5,3,1
"3460",206,"silverside","3",4,1000,1
"3461",206,"bluehead wrasse","4",6,5.75,2
"3462",206,"bicolor damselfish","4",4.5,5.75,1
"3463",206,"redband parrotfish","4",6,0.5,2
"3464",206,"silverside","4",4.5,480,1
"3465",206,"cocoa damselfish","5",8,1,2
"3466",206,"cero","5",40,1,6
"3467",206,"yellowhead wrasse","5",10,1,2
"3468",206,"doctorfish","5",15,1,3
"3469",206,"bucktooth parrotfish","5",6,1,2
"3470",206,"clown wrasse","5",8,1,2
"3471",206,"french grunt","5",10,1,2
"3472",206,"striped parrotfish","5",5,1,1
"3473",206,"bluehead wrasse","5",8,1,2
"3474",206,"bicolor damselfish","5",5,1,1
"3475",206,"redband parrotfish","5",7,1,2
"3476",206,"silverside","5",5,20,1
"3477",207,"foureye butterflyfish","1",8,1,2
"3478",207,"spotfin butterflyfish","1",18,1,4
"3479",207,"striped parrotfish","1",6,1,2
"3480",207,"porkfish","1",28,1,5
"3481",207,"masked goby","1",2,1,1
"3482",207,"ocean surgeonfish","1",10,1,2
"3483",207,"blue tang","1",12,1,3
"3484",207,"bicolor damselfish","1",3,1,1
