"","session","species","size_bin","SVC_abundance"
"1529",187,"white grunt",5,1
"1530",187,"cero",6,1
"1531",187,"coney",5,1
"1532",187,"spotted goatfish",4,1
"1533",187,"trumpetfish",5,1
"1534",187,"reef butterflyfish",3,1
"1535",187,"squirrelfish",5,1
"1536",187,"blue angelfish",6,1
"1537",187,"porkfish",5,1
"1538",187,"rock beauty",2,1
"1539",187,"goldspot goby",1,1
"1540",187,"harlequin bass",2,1
"1541",187,"scrawled cowfish",5,1
"1542",187,"stoplight parrotfish",6,1
"1543",187,"queen angelfish",6,1
"1544",187,"yellowhead wrasse",2,2
"1545",187,"foureye butterflyfish",2,2
"1546",187,"redband parrotfish",2,2
"1547",187,"creole wrasse",2,3
"1548",187,"blue chromis",2,3
"1549",187,"bluehead wrasse",2,54.5
"1550",187,"striped parrotfish",3,3.5
"1551",187,"bicolor damselfish",2,10.75
"1552",187,"princess parrotfish",4,0.25
"1553",187,"graysby",4,1
"1554",187,"ocean surgeonfish",3,1
"1555",187,"redband parrotfish",4,1
"1556",187,"sharpnose puffer",2,1
"1557",187,"doctorfish",3,1
"1558",187,"bluehead wrasse",3,1
"1559",187,"princess parrotfish",5,1
"1560",187,"striped parrotfish",4,1
"1561",188,"yellowhead wrasse",1,1
"1562",188,"striped parrotfish",1,1
"1563",188,"sharpnose puffer",1,1
"1564",188,"doctorfish",2,1
"1565",188,"foureye butterflyfish",1,1
"1566",188,"ocean surgeonfish",3,3
"1567",188,"bicolor damselfish",1,6.5
"1568",188,"redband parrotfish",1,1
"1569",188,"bluehead wrasse",1,2.5
"1570",188,"blue chromis",1,6.25
"1571",188,"brown chromis",2,5
"1572",188,"redband parrotfish",2,1
"1573",188,"squirrelfish",5,1
"1574",188,"reef butterflyfish",2,1
"1575",188,"stoplight parrotfish",5,1
"1576",188,"rock beauty",3,1
"1577",188,"cocoa damselfish",2,1
"1578",188,"butter hamlet",2,1
"1579",188,"queen angelfish",5,1
"1580",188,"black hamlet",2,1
"1581",188,"harlequin bass",2,1
"1582",188,"mutton snapper",6,1
"1583",188,"bandtail puffer",2,1
"1584",188,"gray triggerfish",5,1
"1585",188,"hogfish",4,1
"1586",188,"greenblotch parrotfish",2,1
"1587",188,"creole wrasse",1,1
"1588",188,"scrawled filefish",6,1
"1589",188,"graysby",2,1
"1590",188,"trumpetfish",6,1
"1591",188,"bicolor damselfish",2,19.5
"1592",188,"redband parrotfish",3,5
"1593",188,"bluehead wrasse",2,7.5
"1594",188,"blue chromis",2,18.75
"1595",188,"yellowhead wrasse",2,1
"1596",188,"striped parrotfish",3,1
"1597",188,"sharpnose puffer",2,1
"1598",188,"doctorfish",3,1
"1599",188,"foureye butterflyfish",2,1
"1600",188,"ocean surgeonfish",4,1
"1601",188,"redband parrotfish",4,1
"1602",189,"blue tang",2,1
"1603",189,"foureye butterflyfish",2,2
"1604",189,"black hamlet",2,2
"1605",189,"yellowhead wrasse",1,1
"1606",189,"reef butterflyfish",2,2
"1607",189,"harlequin bass",2,2
"1608",189,"graysby",2,1
"1609",189,"bicolor damselfish",1,15
"1610",189,"ocean surgeonfish",2,1
"1611",189,"striped parrotfish",1,4
"1612",189,"redband parrotfish",1,8.25
"1613",189,"bluehead wrasse",1,12.5
"1614",189,"creole wrasse",1,1
"1615",189,"blue chromis",1,1
"1616",189,"bluelip parrotfish",1,6
"1617",189,"greenblotch parrotfish",1,4.5
"1618",189,"ocean surgeonfish",3,2.75
"1619",189,"creole wrasse",2,6.5
"1620",189,"blue chromis",2,25
"1621",189,"sharpnose puffer",1,1
"1622",189,"bar jack",5,1
"1623",189,"spotted scorpionfish",6,1
"1624",189,"cocoa damselfish",2,1
"1625",189,"spotted goatfish",5,1
"1626",189,"spotfin butterflyfish",3,1
"1627",189,"princess parrotfish",2,1
"1628",189,"trumpetfish",4,1
"1629",189,"clown wrasse",2,1
"1630",189,"blue runner",5,1
"1631",189,"scrawled filefish",6,1
"1632",189,"spanish hogfish",5,1
"1633",189,"butter hamlet",2,1
"1634",189,"slender filefish",1,1
"1635",189,"gray angelfish",5,1
"1636",189,"graysby",3,2
"1637",189,"bicolor damselfish",2,45
"1638",189,"striped parrotfish",2,12
"1639",189,"bluehead wrasse",2,25
"1640",189,"ocean surgeonfish",4,1.25
"1641",189,"redband parrotfish",2,1.75
"1642",189,"bluehead wrasse",3,12.5
"1643",189,"creole wrasse",3,1.5
"1644",189,"greenblotch parrotfish",2,1.5
"1645",189,"blue tang",3,1
"1646",189,"yellowhead wrasse",2,1
"1647",189,"redband parrotfish",3,1
"1648",189,"creole wrasse",4,1
"1649",190,"creole wrasse",1,1
"1650",190,"brown chromis",2,2
"1651",190,"foureye butterflyfish",2,2
"1652",190,"blue tang",3,3
"1653",190,"ocean surgeonfish",2,1
"1654",190,"sharpnose puffer",1,3
"1655",190,"bicolor damselfish",1,51
"1656",190,"bluehead wrasse",1,35.25
"1657",190,"blue chromis",1,1
"1658",190,"striped parrotfish",1,1.25
"1659",190,"yellowhead wrasse",1,3.75
"1660",190,"redband parrotfish",1,2
"1661",190,"greenblotch parrotfish",1,1
"1662",190,"blue runner",3,1
"1663",190,"scad sp.",2,75
"1664",190,"blue chromis",2,9
"1665",190,"greenblotch parrotfish",2,5
"1666",190,"blue runner",4,12.5
"1667",190,"clown wrasse",2,1
"1668",190,"reef butterflyfish",2,1
"1669",190,"blue hamlet",3,1
"1670",190,"rock beauty",5,1
"1671",190,"harlequin bass",2,1
"1672",190,"graysby",2,1
"1673",190,"butter hamlet",2,1
"1674",190,"gray angelfish",5,1
"1675",190,"black hamlet",2,1
"1676",190,"mutton snapper",6,1
"1677",190,"bar jack",5,1
"1678",190,"spanish hogfish",5,1
"1679",190,"black grouper",6,1
"1680",190,"ocean surgeonfish",3,2
"1681",190,"striped parrotfish",2,2.5
"1682",190,"redband parrotfish",2,4
"1683",190,"bicolor damselfish",2,17
"1684",190,"bluehead wrasse",2,10.75
"1685",190,"striped parrotfish",3,0.25
"1686",190,"yellowhead wrasse",2,0.25
"1687",190,"redband parrotfish",3,2
"1688",190,"blue runner",5,4.5
"1689",190,"scad sp.",3,25
"1690",190,"creole wrasse",2,1
"1691",190,"blue tang",4,1
"1692",190,"ocean surgeonfish",4,1
"1693",190,"sharpnose puffer",2,1
"1694",190,"bluehead wrasse",3,1
"1695",190,"striped parrotfish",5,1
"1696",190,"yellowhead wrasse",3,1
"1697",191,"ocean surgeonfish",1,1
"1698",191,"puddingwife",1,2
"1699",191,"stoplight parrotfish",1,1
"1700",191,"bicolor damselfish",1,3
"1701",191,"bluehead wrasse",1,4
"1702",191,"striped parrotfish",1,1
"1703",191,"redband parrotfish",1,1
"1704",191,"tomtate",1,3.75
"1705",191,"clown wrasse",2,5
"1706",191,"white grunt",2,15
"1707",191,"striped parrotfish",2,10
"1708",191,"redband parrotfish",2,8
"1709",191,"spotted goatfish",2,1
"1710",191,"doctorfish",1,1
"1711",191,"blue tang",3,1
"1712",191,"cocoa damselfish",2,1
"1713",191,"queen angelfish",2,1
"1714",191,"stoplight parrotfish",2,2
"1715",191,"tomtate",2,1.25
"1716",191,"white grunt",3,5
"1717",191,"ocean surgeonfish",2,1
"1718",191,"bicolor damselfish",2,1
"1719",191,"clown wrasse",3,1
"1720",192,"french grunt",3,2
"1721",192,"blue tang",3,1
"1722",192,"bluestriped grunt",4,3
"1723",192,"yellowtail snapper",3,1
"1724",192,"white grunt",2,1
"1725",192,"redband parrotfish",1,1
"1726",192,"stoplight parrotfish",2,1
"1727",192,"striped parrotfish",2,6
"1728",192,"yellowtail snapper",4,6
"1729",192,"white grunt",3,6
"1730",192,"redband parrotfish",2,8.75
"1731",192,"stoplight parrotfish",3,3.5
"1732",192,"mahogany snapper",4,1
"1733",192,"cocoa damselfish",2,1
"1734",192,"gray angelfish",4,1
"1735",192,"ocean surgeonfish",3,1
"1736",192,"white grunt",4,20
"1737",192,"redband parrotfish",3,3.25
"1738",192,"stoplight parrotfish",4,0.5
"1739",192,"blue tang",4,1
"1740",192,"yellowtail snapper",5,1
"1741",192,"white grunt",5,1
"1742",192,"stoplight parrotfish",5,1
"1743",192,"striped parrotfish",3,1
"1744",193,"spotfin butterflyfish",3,2
"1745",193,"longspine squirrelfish",4,1
"1746",193,"bandtail puffer",2,1
"1747",193,"scrawled filefish",6,2
"1748",193,"graysby",3,2
"1749",193,"rock beauty",3,2
"1750",193,"masked goby",1,3
"1751",193,"blue tang",3,2
"1752",193,"sharpnose puffer",1,3
"1753",193,"princess parrotfish",4,1
"1754",193,"blue chromis",2,3
"1755",193,"brown chromis",2,4
"1756",193,"bicolor damselfish",1,1
"1757",193,"redband parrotfish",1,1
"1758",193,"bluehead wrasse",1,6.75
"1759",193,"yellowhead wrasse",1,1
"1760",193,"striped parrotfish",2,3.75
"1761",193,"ocean surgeonfish",3,1
"1762",193,"bicolor damselfish",2,87
"1763",193,"redband parrotfish",3,2
"1764",193,"yellowhead wrasse",2,5
"1765",193,"ocean surgeonfish",4,14
"1766",193,"butter hamlet",2,1
"1767",193,"white grunt",5,1
"1768",193,"gray angelfish",5,1
"1769",193,"princess parrotfish",5,2
"1770",193,"redband parrotfish",4,6
"1771",193,"bluehead wrasse",2,13.5
"1772",193,"redband parrotfish",5,3
"1773",193,"bluehead wrasse",3,6.75
"1774",193,"yellowhead wrasse",3,2
"1775",193,"striped parrotfish",3,1.25
"1776",193,"longspine squirrelfish",5,1
"1777",193,"bandtail puffer",3,1
"1778",193,"rock beauty",4,1
"1779",193,"blue tang",4,1
"1780",193,"blue chromis",3,1
"1781",193,"ocean surgeonfish",5,1
"1782",194,"spotfin butterflyfish",2,1
"1783",194,"scrawled filefish",6,2
"1784",194,"graysby",3,1
"1785",194,"blue parrotfish",6,3
"1786",194,"blue tang",3,1
"1787",194,"greenblotch parrotfish",1,1
"1788",194,"bicolor damselfish",1,36.75
"1789",194,"redband parrotfish",2,3.25
"1790",194,"yellowhead wrasse",1,1
"1791",194,"ocean surgeonfish",3,1
"1792",194,"stoplight parrotfish",4,1
"1793",194,"bluehead wrasse",2,32
"1794",194,"doctorfish",4,11.25
"1795",194,"yellowhead wrasse",2,3
"1796",194,"ocean surgeonfish",4,21
"1797",194,"stoplight parrotfish",5,11
"1798",194,"longspine squirrelfish",4,1
"1799",194,"harlequin bass",2,1
"1800",194,"orangespotted filefish",3,1
"1801",194,"foureye butterflyfish",2,1
"1802",194,"queen angelfish",5,1
"1803",194,"spotted trunkfish",4,1
"1804",194,"blue tang",4,3
"1805",194,"greenblotch parrotfish",2,3
"1806",194,"redband parrotfish",3,9.75
"1807",194,"bicolor damselfish",2,12.25
"1808",194,"doctorfish",5,3.75
"1809",194,"spotfin butterflyfish",3,1
"1810",194,"graysby",4,1
"1811",194,"yellowhead wrasse",3,1
"1812",194,"ocean surgeonfish",5,1
"1813",195,"blue tang",2,1
"1814",195,"stoplight parrotfish",2,1
"1815",195,"bicolor damselfish",1,1
"1816",195,"threespot damselfish",2,3
"1817",195,"striped parrotfish",1,1
"1818",195,"gray snapper",4,1
"1819",195,"redband parrotfish",1,1
"1820",195,"gray snapper",5,4
"1821",195,"redband parrotfish",2,5
"1822",195,"white grunt",5,1
"1823",195,"sharpnose puffer",1,1
"1824",195,"porkfish",5,1
"1825",195,"schoolmaster snapper",5,1
"1826",195,"hogfish",3,1
"1827",195,"yellowtail snapper",4,1
"1828",195,"bluehead wrasse",1,1
"1829",195,"puddingwife",2,1
"1830",195,"trumpetfish",6,1
"1831",195,"ocean surgeonfish",3,1
"1832",195,"yellowhead wrasse",3,1
"1833",195,"masked goby",1,1
"1834",195,"butter hamlet",2,1
"1835",195,"queen parrotfish",3,1
"1836",195,"gray angelfish",3,1
"1837",195,"blue hamlet",2,1
"1838",195,"cocoa damselfish",2,1
"1839",195,"sand diver",6,1
"1840",195,"saucereye porgy",4,1
"1841",195,"bicolor damselfish",2,2
"1842",195,"striped parrotfish",2,2
"1843",195,"blue tang",3,1
"1844",195,"stoplight parrotfish",4,1
"1845",195,"striped parrotfish",3,1
"1846",195,"redband parrotfish",3,1
"1847",196,"gray angelfish",2,2
"1848",196,"ocean surgeonfish",2,1
"1849",196,"redband parrotfish",1,2
"1850",196,"stoplight parrotfish",1,3
"1851",196,"striped parrotfish",1,9
"1852",196,"bluehead wrasse",1,2
"1853",196,"slippery dick",2,1
"1854",196,"white grunt",3,1
"1855",196,"yellowhead wrasse",2,1
"1856",196,"butter hamlet",2,1
"1857",196,"cocoa damselfish",2,1
"1858",196,"bluehead wrasse",2,5
"1859",196,"striped parrotfish",2,3
"1860",196,"ocean surgeonfish",3,1
"1861",196,"redband parrotfish",2,1
"1862",196,"bluehead wrasse",3,1
"1863",197,"clown wrasse",2,1
"1864",197,"slippery dick",2,1
"1865",197,"ocean surgeonfish",3,3
"1866",197,"redband parrotfish",1,1
"1867",197,"bluehead wrasse",1,3.75
"1868",197,"yellowhead wrasse",1,1
"1869",197,"bicolor damselfish",1,16
"1870",197,"yellowhead wrasse",2,4
"1871",197,"trumpetfish",2,1
"1872",197,"graysby",3,1
"1873",197,"greenblotch parrotfish",1,1
"1874",197,"striped parrotfish",4,1
"1875",197,"lantern bass",1,1
"1876",197,"sharpnose puffer",1,1
"1877",197,"colon goby",1,1
"1878",197,"slender filefish",1,1
"1879",197,"scrawled filefish",6,1
"1880",197,"bandtail puffer",3,1
"1881",197,"reef butterflyfish",2,1
"1882",197,"blue tang",4,1
"1883",197,"redband parrotfish",2,2
"1884",197,"bluehead wrasse",2,10.25
"1885",197,"clown wrasse",3,1
"1886",197,"slippery dick",3,1
"1887",197,"redband parrotfish",3,1
"1888",197,"bluehead wrasse",3,1
"1889",197,"bicolor damselfish",2,1
"1890",198,"blue tang",3,2
"1891",198,"sharpnose puffer",1,2
"1892",198,"foureye butterflyfish",2,1
"1893",198,"white grunt",5,2
"1894",198,"brown chromis",2,1
"1895",198,"spotfin butterflyfish",3,2
"1896",198,"reef butterflyfish",3,2
"1897",198,"stoplight parrotfish",1,2
"1898",198,"scrawled filefish",6,3
"1899",198,"yellowhead wrasse",1,1
"1900",198,"striped parrotfish",1,1
"1901",198,"bluehead wrasse",1,1
"1902",198,"bicolor damselfish",1,22.5
"1903",198,"masked goby",1,37
"1904",198,"redband parrotfish",1,1
"1905",198,"blue chromis",1,1
"1906",198,"creole wrasse",2,13.5
"1907",198,"bluehead wrasse",2,24
"1908",198,"redband parrotfish",2,8
"1909",198,"blue chromis",2,4
"1910",198,"butter hamlet",2,1
"1911",198,"redtail parrotfish",6,1
"1912",198,"cocoa damselfish",2,1
"1913",198,"ocean surgeonfish",3,1
"1914",198,"gray angelfish",2,1
"1915",198,"rock beauty",2,1
"1916",198,"harlequin bass",2,1
"1917",198,"clown wrasse",1,1
"1918",198,"graysby",4,1
"1919",198,"cero",6,1
"1920",198,"greenblotch parrotfish",1,1
"1921",198,"yellowtail parrotfish",6,1
"1922",198,"smooth trunkfish",5,1
"1923",198,"balloonfish",5,1
"1924",198,"rainbow wrasse",2,1
"1925",198,"yellowhead wrasse",2,3
"1926",198,"striped parrotfish",2,2
"1927",198,"bicolor damselfish",2,7.5
"1928",198,"creole wrasse",3,4.5
"1929",198,"foureye butterflyfish",3,1
"1930",198,"brown chromis",3,1
"1931",198,"stoplight parrotfish",6,1
"1932",198,"striped parrotfish",4,1
"1933",198,"redband parrotfish",3,1
"1934",199,"redband parrotfish",1,2
"1935",199,"bluehead wrasse",1,1
"1936",199,"white grunt",2,1
"1937",199,"bluestriped grunt",2,3.75
"1938",199,"sergeant major",2,5
"1939",199,"striped parrotfish",1,6
"1940",199,"white grunt",3,2.75
"1941",199,"french grunt",3,1
"1942",199,"tomtate",2,1
"1943",199,"cocoa damselfish",2,1
"1944",199,"stoplight parrotfish",1,1
"1945",199,"threespot damselfish",2,1
"1946",199,"slender filefish",2,1
"1947",199,"bar jack",3,1
"1948",199,"ocean surgeonfish",4,1
"1949",199,"foureye butterflyfish",2,1
"1950",199,"bluehead wrasse",2,2
"1951",199,"striped parrotfish",2,17
"1952",199,"white grunt",4,0.25
"1953",199,"bluestriped grunt",3,1.25
"1954",199,"bluehead wrasse",3,1
"1955",199,"white grunt",5,1
"1956",199,"striped parrotfish",3,1
"1957",200,"white grunt",3,2
"1958",200,"stoplight parrotfish",2,1
"1959",200,"blue tang",2,1
"1960",200,"bar jack",4,2
"1961",200,"sergeant major",2,1
"1962",200,"atlantic spadefish",5,1
"1963",200,"striped parrotfish",1,1
"1964",200,"gray snapper",3,1
"1965",200,"bluehead wrasse",1,1
"1966",200,"redband parrotfish",1,1
"1967",200,"masked goby",1,9
"1968",200,"tomtate",2,1
"1969",200,"striped parrotfish",2,8
"1970",200,"gray snapper",4,4.25
"1971",200,"bluehead wrasse",2,26
"1972",200,"redband parrotfish",2,6
"1973",200,"tomtate",3,25.25
"1974",200,"butter hamlet",2,1
"1975",200,"yellowtail snapper",4,1
"1976",200,"ocean surgeonfish",3,1
"1977",200,"hogfish",3,1
"1978",200,"trumpetfish",6,1
"1979",200,"bluestriped grunt",4,1
"1980",200,"sharpnose puffer",1,1
"1981",200,"threespot damselfish",2,1
"1982",200,"colon goby",1,1
"1983",200,"schoolmaster snapper",5,1
"1984",200,"gray angelfish",5,1
"1985",200,"roughhead blenny",1,1
"1986",200,"smooth trunkfish",2,1
"1987",200,"queen angelfish",4,1
"1988",200,"midnight parrotfish",3,1
"1989",200,"sergeant major",3,3
"1990",200,"atlantic spadefish",6,3
"1991",200,"gray snapper",5,1.75
"1992",200,"tomtate",4,8.75
"1993",200,"stoplight parrotfish",3,1
"1994",200,"blue tang",3,1
"1995",200,"striped parrotfish",3,1
"1996",200,"bluehead wrasse",3,1
"1997",200,"redband parrotfish",3,1
"1998",201,"reef butterflyfish",2,2
"1999",201,"clown wrasse",2,2
"2000",201,"blue tang",3,2
"2001",201,"harlequin bass",2,2
"2002",201,"foureye butterflyfish",2,2
"2003",201,"blue chromis",2,3
"2004",201,"bluelip parrotfish",1,3
"2005",201,"masked goby",1,4
"2006",201,"striped parrotfish",1,1
"2007",201,"greenblotch parrotfish",1,4
"2008",201,"bluehead wrasse",1,5
"2009",201,"bicolor damselfish",1,19.5
"2010",201,"yellowhead wrasse",1,1.75
"2011",201,"ocean surgeonfish",3,6
"2012",201,"redband parrotfish",1,1.5
"2013",201,"mackerel scad",3,1
"2014",201,"creole wrasse",2,3.75
"2015",201,"mackerel scad",4,29
"2016",201,"pallid goby",1,1
"2017",201,"sharpnose puffer",2,1
"2018",201,"porkfish",5,1
"2019",201,"spotted goatfish",2,1
"2020",201,"stoplight parrotfish",2,1
"2021",201,"princess parrotfish",6,1
"2022",201,"graysby",3,1
"2023",201,"blue angelfish",5,1
"2024",201,"rock beauty",3,1
"2025",201,"butter hamlet",2,1
"2026",201,"french grunt",4,1
"2027",201,"redtail parrotfish",6,1
"2028",201,"scrawled filefish",6,1
"2029",201,"striped parrotfish",2,3
"2030",201,"bluehead wrasse",2,14
"2031",201,"yellowhead wrasse",2,5.25
"2032",201,"redband parrotfish",2,3
"2033",201,"bicolor damselfish",2,6.5
"2034",201,"redband parrotfish",3,0.5
"2035",201,"creole wrasse",3,1.25
"2036",201,"bluehead wrasse",3,1
"2037",201,"redband parrotfish",4,1
"2038",202,"striped parrotfish",1,1
"2039",202,"blue tang",3,2
"2040",202,"yellowhead wrasse",1,1
"2041",202,"princess parrotfish",4,1
"2042",202,"reef butterflyfish",2,1
"2043",202,"graysby",3,1
"2044",202,"banded butterflyfish",2,2
"2045",202,"stoplight parrotfish",6,2
"2046",202,"ocean surgeonfish",3,2
"2047",202,"spotfin butterflyfish",2,3
"2048",202,"bicolor damselfish",1,13.5
"2049",202,"blue chromis",2,7
"2050",202,"bluehead wrasse",1,1
"2051",202,"creole wrasse",2,15
"2052",202,"redband parrotfish",1,3.75
"2053",202,"bluehead wrasse",2,31
"2054",202,"white grunt",5,1
"2055",202,"harlequin bass",2,1
"2056",202,"french grunt",5,1
"2057",202,"scrawled filefish",6,1
"2058",202,"rock beauty",3,1
"2059",202,"greenblotch parrotfish",1,1
"2060",202,"gray angelfish",5,1
"2061",202,"clown wrasse",2,1
"2062",202,"spotted goatfish",2,1
"2063",202,"spanish hogfish",2,1
"2064",202,"sharpnose puffer",2,1
"2065",202,"foureye butterflyfish",2,1
"2066",202,"queen angelfish",5,1
"2067",202,"spotted trunkfish",2,1
"2068",202,"redtail parrotfish",6,1
"2069",202,"cero",6,1
"2070",202,"barred hamlet",3,1
"2071",202,"bicolor damselfish",2,4.5
"2072",202,"creole wrasse",3,5
"2073",202,"redband parrotfish",2,1.25
"2074",202,"striped parrotfish",2,1
"2075",202,"yellowhead wrasse",2,1
"2076",202,"princess parrotfish",5,1
"2077",202,"reef butterflyfish",3,1
"2078",202,"graysby",4,1
"2079",202,"ocean surgeonfish",4,1
"2080",202,"spotfin butterflyfish",3,1
"2081",202,"bluehead wrasse",3,1
"2082",203,"blue tang",3,2
"2083",203,"doctorfish",3,2
"2084",203,"neon goby",1,2
"2085",203,"sergeant major",1,1
"2086",203,"bluehead wrasse",1,1
"2087",203,"stoplight parrotfish",1,1
"2088",203,"white grunt",2,1
"2089",203,"sailor's choice",4,1
"2090",203,"bluestriped grunt",4,1
"2091",203,"schoolmaster snapper",4,6
"2092",203,"striped parrotfish",1,8.25
"2093",203,"white grunt",3,10
"2094",203,"sailor's choice",5,15
"2095",203,"bluestriped grunt",5,49
"2096",203,"hogfish",4,1
"2097",203,"cero",6,1
"2098",203,"foureye butterflyfish",2,1
"2099",203,"yellow chub",4,1
"2100",203,"sergeant major",2,2
"2101",203,"bluehead wrasse",2,2
"2102",203,"stoplight parrotfish",2,2
"2103",203,"white grunt",4,22
"2104",203,"white grunt",5,11
"2105",203,"schoolmaster snapper",5,2
"2106",203,"striped parrotfish",2,1.75
"2107",203,"striped parrotfish",3,1
"2108",204,"doctorfish",4,2
"2109",204,"yellowhead wrasse",1,1
"2110",204,"blue tang",2,1
"2111",204,"white grunt",5,1
"2112",204,"stoplight parrotfish",2,2
"2113",204,"masked goby",1,2
"2114",204,"cero",5,3
"2115",204,"blue parrotfish",6,3
"2116",204,"bucktooth parrotfish",2,4
"2117",204,"bluehead wrasse",1,12
"2118",204,"french grunt",2,51.75
"2119",204,"redband parrotfish",1,4.5
"2120",204,"striped parrotfish",1,4.5
"2121",204,"tomtate",2,19.5
"2122",204,"greenblotch parrotfish",1,1
"2123",204,"bicolor damselfish",1,113.85
"2124",204,"greenblotch parrotfish",2,7
"2125",204,"clown wrasse",1,1
"2126",204,"cocoa damselfish",2,1
"2127",204,"graysby",3,1
"2128",204,"sharpnose puffer",2,1
"2129",204,"ocean surgeonfish",2,1
"2130",204,"rainbow parrotfish",6,1
"2131",204,"yellowtail snapper",3,1
"2132",204,"harlequin bass",2,1
"2133",204,"slippery dick",2,1
"2134",204,"spanish hogfish",5,1
"2135",204,"gray angelfish",5,1
"2136",204,"hogfish",5,1
"2137",204,"scrawled filefish",6,1
"2138",204,"french angelfish",5,1
"2139",204,"rock beauty",2,1
"2140",204,"puddingwife",2,1
"2141",204,"slender filefish",1,1
"2142",204,"butter hamlet",2,1
"2143",204,"trumpetfish",5,1
"2144",204,"french grunt",3,17.25
"2145",204,"redband parrotfish",2,1.5
"2146",204,"striped parrotfish",2,0.5
"2147",204,"tomtate",3,6.5
"2148",204,"yellowhead wrasse",2,1
"2149",204,"blue tang",3,1
"2150",204,"white grunt",6,1
"2151",204,"bluehead wrasse",2,1
"2152",204,"striped parrotfish",3,1
"2153",204,"bicolor damselfish",2,1.15
"2154",205,"foureye butterflyfish",2,2
"2155",205,"yellowhead wrasse",2,2
"2156",205,"clown wrasse",2,3
"2157",205,"slender filefish",1,3
"2158",205,"blue tang",3,3
"2159",205,"ocean surgeonfish",2,3
"2160",205,"french grunt",2,3
"2161",205,"striped parrotfish",1,3
"2162",205,"bicolor damselfish",1,65.25
"2163",205,"redband parrotfish",1,2.25
"2164",205,"greenblotch parrotfish",1,3.75
"2165",205,"bluehead wrasse",1,12
"2166",205,"tomtate",2,7.5
"2167",205,"stoplight parrotfish",1,1
"2168",205,"blue chromis",2,1
"2169",205,"harlequin bass",2,1
"2170",205,"yellowtail snapper",3,1
"2171",205,"cocoa damselfish",2,1
"2172",205,"graysby",2,1
"2173",205,"spanish hogfish",2,1
"2174",205,"slippery dick",1,1
"2175",205,"hogfish",5,1
"2176",205,"cero",5,1
"2177",205,"sharpnose puffer",2,1
"2178",205,"butter hamlet",2,1
"2179",205,"scrawled cowfish",5,1
"2180",205,"bucktooth parrotfish",2,1
"2181",205,"rainbow parrotfish",6,1
"2182",205,"scrawled filefish",6,1
"2183",205,"puddingwife",2,1
"2184",205,"black grouper",6,1
"2185",205,"gray angelfish",5,1
"2186",205,"redband parrotfish",2,5.75
"2187",205,"bicolor damselfish",2,21.75
"2188",205,"greenblotch parrotfish",2,1.25
"2189",205,"bluehead wrasse",2,3
"2190",205,"tomtate",3,2.5
"2191",205,"ocean surgeonfish",3,1
"2192",205,"french grunt",3,1
"2193",205,"striped parrotfish",2,1
"2194",205,"redband parrotfish",3,1
"2195",205,"bluehead wrasse",3,1
"2196",206,"cocoa damselfish",2,2
"2197",206,"cero",5,1
"2198",206,"yellowhead wrasse",2,2
"2199",206,"doctorfish",3,2
"2200",206,"bucktooth parrotfish",2,2
"2201",206,"clown wrasse",1,1
"2202",206,"french grunt",2,4
"2203",206,"striped parrotfish",1,4
"2204",206,"bluehead wrasse",1,20.25
"2205",206,"bicolor damselfish",1,27
"2206",206,"redband parrotfish",1,4.5
"2207",206,"silverside",1,2000
"2208",206,"puddingwife",2,1
"2209",206,"yellowtail snapper",3,1
"2210",206,"spanish hogfish",1,1
"2211",206,"blue tang",2,1
"2212",206,"stoplight parrotfish",1,1
"2213",206,"ocean surgeonfish",2,1
"2214",206,"hogfish",5,1
"2215",206,"greenblotch parrotfish",1,1
"2216",206,"sharpnose puffer",1,1
"2217",206,"gag grouper",6,1
"2218",206,"slippery dick",2,1
"2219",206,"white grunt",5,1
"2220",206,"slender filefish",1,1
"2221",206,"rainbow parrotfish",6,1
"2222",206,"blue chromis",2,1
"2223",206,"trumpetfish",3,1
"2224",206,"graysby",2,1
"2225",206,"clown wrasse",2,2
"2226",206,"bluehead wrasse",2,6.75
"2227",206,"redband parrotfish",2,1.5
"2228",206,"cero",6,1
"2229",207,"foureye butterflyfish",2,2
"2230",207,"spotfin butterflyfish",4,2
"2231",207,"striped parrotfish",2,2
"2232",207,"porkfish",5,2
"2233",207,"masked goby",1,3
"2234",207,"ocean surgeonfish",2,1
"2235",207,"blue tang",3,4
"2236",207,"bicolor damselfish",1,55.5
"2237",207,"bluehead wrasse",1,21
"2238",207,"white grunt",3,1
"2239",207,"redband parrotfish",1,1
"2240",207,"french grunt",2,1
"2241",207,"blue chromis",1,1
"2242",207,"yellowhead wrasse",1,1
"2243",207,"creole wrasse",2,15
"2244",207,"white grunt",4,19.25
"2245",207,"redband parrotfish",2,1.5
"2246",207,"french grunt",3,7
"2247",207,"blue chromis",2,6
"2248",207,"yellowhead wrasse",2,5
"2249",207,"longspine squirrelfish",5,1
"2250",207,"clown wrasse",2,1
"2251",207,"brown chromis",1,1
"2252",207,"bluestriped grunt",5,1
"2253",207,"rock beauty",4,1
"2254",207,"princess parrotfish",2,1
"2255",207,"sharpnose puffer",2,1
"2256",207,"spotted goatfish",3,1
"2257",207,"graysby",4,1
"2258",207,"hogfish",5,1
"2259",207,"butter hamlet",2,1
"2260",207,"stoplight parrotfish",6,1
"2261",207,"redtail parrotfish",5,1
"2262",207,"spanish hogfish",5,1
"2263",207,"harlequin bass",2,1
"2264",207,"greenblotch parrotfish",1,1
