"","session","species","size_bin","prey_abundance"
"3042",205,"goldspot goby",1,2
"3043",205,"graysby",3,1
"3044",205,"graysby",4,2
"3045",205,"graysby",5,1
"3046",205,"greenblotch parrotfish",1,9
"3047",205,"greenblotch parrotfish",2,6
"3048",205,"harlequin bass",1,2
"3049",205,"harlequin bass",2,7
"3050",205,"masked goby",1,13
"3051",205,"neon goby",1,3
"3052",205,"ocean surgeonfish",2,3
"3053",205,"ocean surgeonfish",3,1
"3054",205,"ocean surgeonfish",4,1
"3055",205,"puddingwife",2,1
"3056",205,"queen angelfish",3,1
"3057",205,"redband parrotfish",1,10
"3058",205,"redband parrotfish",2,19
"3059",205,"redband parrotfish",3,1
"3060",205,"redband parrotfish",4,5
"3061",205,"redband parrotfish",5,1
"3062",205,"sand diver",3,2
"3063",205,"sharpnose puffer",1,5
"3064",205,"sharpnose puffer",2,1
"3065",205,"slender filefish",1,1
"3066",205,"slippery dick",1,2
"3067",205,"slippery dick",2,6
"3068",205,"spotfin butterflyfish",2,1
"3069",205,"spotted scorpionfish",5,1
"3070",205,"stoplight parrotfish",1,3
"3071",205,"stoplight parrotfish",2,1
"3072",205,"stoplight parrotfish",3,1
"3073",205,"striped parrotfish",1,7
"3074",205,"striped parrotfish",2,4
"3075",205,"tomtate",1,51
"3076",205,"tomtate",2,47
"3077",205,"trumpetfish",5,1
"3078",205,"white grunt",3,4
"3079",205,"yellowhead wrasse",1,19
"3080",205,"yellowhead wrasse",2,14
"3081",205,"yellowhead wrasse",3,1
"3082",205,"yellowhead wrasse",4,2
"3083",206,"balloonfish",3,1
"3084",206,"beaugregory",1,1
"3085",206,"beaugregory",2,3
"3086",206,"bicolor damselfish",1,93
"3087",206,"bicolor damselfish",2,52
"3088",206,"bicolor damselfish",6,1
"3089",206,"blue tang",1,1
"3090",206,"blue tang",2,3
"3091",206,"bluehead wrasse",1,42
"3092",206,"bluehead wrasse",2,14
"3093",206,"bluelip parrotfish",1,3
"3094",206,"bluelip parrotfish",2,1
"3095",206,"bridled goby",1,11
"3096",206,"bridled goby",2,12
"3097",206,"brown chromis",1,1
"3098",206,"brown chromis",2,1
"3099",206,"bucktooth parrotfish",1,1
"3100",206,"bucktooth parrotfish",2,9
"3101",206,"cero",5,2
"3102",206,"cero",6,13
"3103",206,"clown wrasse",1,7
"3104",206,"clown wrasse",2,11
"3105",206,"colon goby",1,1
"3106",206,"french grunt",1,2
"3107",206,"french grunt",2,69
"3108",206,"goldspot goby",1,2
"3109",206,"goldspot goby",2,1
"3110",206,"gray angelfish",5,1
"3111",206,"greenblotch parrotfish",1,3
"3112",206,"greenblotch parrotfish",2,5
"3113",206,"harlequin bass",2,3
"3114",206,"lantern bass",2,1
"3115",206,"neon goby",1,3
"3116",206,"ocean surgeonfish",1,2
"3117",206,"ocean surgeonfish",2,4
"3118",206,"redband parrotfish",1,5
"3119",206,"redband parrotfish",2,8
"3120",206,"redband parrotfish",3,1
"3121",206,"redband parrotfish",4,1
"3122",206,"reef butterflyfish",1,2
"3123",206,"roughhead blenny",1,1
"3124",206,"sand diver",2,1
"3125",206,"sharpnose puffer",1,4
"3126",206,"sharpnose puffer",2,2
"3127",206,"silverside",1,4863
"3128",206,"slippery dick",1,5
"3129",206,"slippery dick",2,18
"3130",206,"slippery dick",3,1
"3131",206,"spanish hogfish",1,5
"3132",206,"spotted goatfish",2,2
"3133",206,"spotted goatfish",3,1
"3134",206,"spotted goatfish",4,1
"3135",206,"stoplight parrotfish",1,1
"3136",206,"stoplight parrotfish",2,1
"3137",206,"striped parrotfish",1,5
"3138",206,"striped parrotfish",2,4
"3139",206,"tomtate",2,13
"3140",206,"white grunt",2,1
"3141",206,"yellowhead jawfish",2,1
"3142",206,"yellowhead wrasse",1,16
"3143",206,"yellowhead wrasse",2,19
"3144",206,"yellowhead wrasse",3,2
"3145",206,"yellowhead wrasse",4,1
"3146",207,"beaugregory",2,2
"3147",207,"bicolor damselfish",1,120
"3148",207,"bicolor damselfish",2,50
"3149",207,"blue chromis",2,5
"3150",207,"blue chromis",3,1
"3151",207,"blue tang",3,1
"3152",207,"blue tang",4,1
"3153",207,"bluehead wrasse",1,65
"3154",207,"bluehead wrasse",2,38
"3155",207,"bridled goby",1,27
"3156",207,"bridled goby",2,7
"3157",207,"butter hamlet",2,1
"3158",207,"butter hamlet",3,1
"3159",207,"clown wrasse",1,2
"3160",207,"colon goby",1,11
"3161",207,"foureye butterflyfish",2,3
"3162",207,"goldspot goby",1,32
"3163",207,"goldspot goby",2,1
"3164",207,"graysby",4,1
"3165",207,"greenblotch parrotfish",1,10
"3166",207,"greenblotch parrotfish",2,1
"3167",207,"harlequin bass",1,1
"3168",207,"harlequin bass",2,3
"3169",207,"lantern bass",1,1
"3170",207,"longspine squirrelfish",5,7
"3171",207,"longspine squirrelfish",6,1
"3172",207,"masked goby",1,70
"3173",207,"ocean surgeonfish",4,4
"3174",207,"pallid goby",1,9
"3175",207,"princess parrotfish",3,1
"3176",207,"queen angelfish",4,1
"3177",207,"red lizardfish",3,1
"3178",207,"redband parrotfish",1,17
"3179",207,"redband parrotfish",2,7
"3180",207,"redband parrotfish",3,1
"3181",207,"redband parrotfish",4,5
"3182",207,"redband parrotfish",5,1
"3183",207,"reef butterflyfish",2,2
"3184",207,"roughhead blenny",1,16
"3185",207,"sharpnose puffer",1,4
"3186",207,"sharpnose puffer",2,1
"3187",207,"slippery dick",2,1
"3188",207,"spotfin butterflyfish",3,4
"3189",207,"spotted goatfish",3,1
"3190",207,"stoplight parrotfish",1,1
"3191",207,"striped parrotfish",1,2
"3192",207,"striped parrotfish",2,1
"3193",207,"striped parrotfish",6,1
"3194",207,"white grunt",4,1
"3195",207,"white grunt",5,1
"3196",207,"yellowhead wrasse",1,33
"3197",207,"yellowhead wrasse",2,17
"3198",207,"yellowhead wrasse",3,1
"3199",208,"bicolor damselfish",1,35
"3200",208,"bicolor damselfish",2,29
"3201",208,"blue chromis",2,4
"3202",208,"blue tang",4,1
"3203",208,"bluehead wrasse",1,77
"3204",208,"bluehead wrasse",2,21
"3205",208,"bridled goby",1,5
"3206",208,"bridled goby",2,2
"3207",208,"clown wrasse",1,1
"3208",208,"colon goby",1,2
"3209",208,"foureye butterflyfish",2,2
"3210",208,"french grunt",3,1
"3211",208,"goldspot goby",1,3
"3212",208,"gray angelfish",5,1
"3213",208,"graysby",2,1
"3214",208,"graysby",3,1
"3215",208,"graysby",4,1
"3216",208,"greenblotch parrotfish",1,1
"3217",208,"greenblotch parrotfish",2,2
"3218",208,"harlequin bass",2,3
"3219",208,"hogfish",5,1
"3220",208,"lantern bass",1,1
"3221",208,"masked goby",1,3
"3222",208,"ocean surgeonfish",3,4
"3223",208,"ocean surgeonfish",4,3
"3224",208,"princess parrotfish",3,1
"3225",208,"princess parrotfish",4,2
"3226",208,"princess parrotfish",5,1
"3227",208,"red lizardfish",2,1
"3228",208,"redband parrotfish",1,13
"3229",208,"redband parrotfish",2,5
"3230",208,"redband parrotfish",4,4
"3231",208,"redband parrotfish",5,2
"3232",208,"reef butterflyfish",2,2
"3233",208,"roughhead blenny",1,22
"3234",208,"sharpnose puffer",1,6
"3235",208,"sharpnose puffer",2,2
"3236",208,"smooth trunkfish",3,2
"3237",208,"smooth trunkfish",4,2
"3238",208,"spotted goatfish",4,1
"3239",208,"stoplight parrotfish",5,1
"3240",208,"striped parrotfish",5,1
"3241",208,"yellowhead wrasse",1,17
"3242",208,"yellowhead wrasse",2,4
"3243",208,"yellowhead wrasse",3,5
"3244",208,"yellowhead wrasse",4,3
"3245",209,"bicolor damselfish",1,75
"3246",209,"bicolor damselfish",2,37
"3247",209,"blue chromis",1,2
"3248",209,"blue chromis",2,8
"3249",209,"blue tang",3,2
"3250",209,"blue tang",4,1
"3251",209,"bluehead wrasse",1,47
"3252",209,"bluehead wrasse",2,46
"3253",209,"bridled goby",1,13
"3254",209,"bridled goby",2,1
"3255",209,"brown chromis",1,2
"3256",209,"butter hamlet",2,2
"3257",209,"clown wrasse",1,1
"3258",209,"clown wrasse",3,2
"3259",209,"colon goby",1,12
"3260",209,"foureye butterflyfish",2,5
"3261",209,"foureye butterflyfish",3,2
"3262",209,"french grunt",3,1
"3263",209,"french grunt",4,1
"3264",209,"goldspot goby",1,8
"3265",209,"graysby",4,1
"3266",209,"greenblotch parrotfish",1,10
"3267",209,"greenblotch parrotfish",2,1
"3268",209,"harlequin bass",2,4
"3269",209,"lantern bass",2,1
"3270",209,"masked goby",1,14
"3271",209,"ocean surgeonfish",3,3
"3272",209,"ocean surgeonfish",4,2
"3273",209,"pallid goby",1,1
"3274",209,"pallid goby",2,1
"3275",209,"princess parrotfish",4,1
"3276",209,"princess parrotfish",5,1
"3277",209,"rainbow wrasse",1,1
"3278",209,"redband parrotfish",1,21
"3279",209,"redband parrotfish",2,4
"3280",209,"redband parrotfish",3,3
"3281",209,"redband parrotfish",4,7
"3282",209,"redband parrotfish",5,2
"3283",209,"reef butterflyfish",2,1
"3284",209,"rock beauty",2,1
"3285",209,"roughhead blenny",1,18
"3286",209,"sharpnose puffer",1,9
"3287",209,"smooth trunkfish",4,1
"3288",209,"spanish hogfish",1,2
"3289",209,"spanish hogfish",5,1
"3290",209,"stoplight parrotfish",1,1
"3291",209,"stoplight parrotfish",4,1
"3292",209,"striped parrotfish",1,1
"3293",209,"striped parrotfish",2,2
"3294",209,"trumpetfish",6,1
"3295",209,"yellowhead wrasse",1,32
"3296",209,"yellowhead wrasse",2,10
"3297",209,"yellowhead wrasse",3,7
"3298",209,"yellowhead wrasse",4,3
"3299",210,"beaugregory",1,4
"3300",210,"beaugregory",2,10
"3301",210,"bicolor damselfish",1,4
"3302",210,"bicolor damselfish",2,3
"3303",210,"blue tang",3,1
"3304",210,"bluestriped grunt",4,23
"3305",210,"bluestriped grunt",5,32
"3306",210,"cocoa damselfish",2,1
"3307",210,"florida pompano",5,1
"3308",210,"goldspot goby",1,37
"3309",210,"goldspot goby",2,2
"3310",210,"gray snapper",3,2
"3311",210,"gray snapper",4,5
"3312",210,"gray snapper",5,3
"3313",210,"gray triggerfish",4,1
"3314",210,"gray triggerfish",5,2
"3315",210,"gray triggerfish",6,4
"3316",210,"green moray",6,1
"3317",210,"hogfish",4,2
"3318",210,"hogfish",5,4
"3319",210,"lionfish",4,1
"3320",210,"nassau grouper",6,1
"3321",210,"neon goby",1,47
"3322",210,"ocean surgeonfish",3,1
"3323",210,"porcupinefish",6,1
"3324",210,"puddingwife",1,1
"3325",210,"queen angelfish",3,1
"3326",210,"rainbow parrotfish",5,1
"3327",210,"rainbow parrotfish",6,1
"3328",210,"red grouper",4,8
"3329",210,"red grouper",5,8
"3330",210,"red grouper",6,2
"3331",210,"roughhead blenny",1,10
"3332",210,"seaweed blenny",2,1
"3333",210,"sharpnose puffer",1,2
"3334",210,"spotted scorpionfish",4,1
"3335",210,"striped parrotfish",1,10
"3336",210,"striped parrotfish",2,5
"3337",210,"threespot damselfish",2,2
"3338",210,"tiger goby",1,4
"3339",210,"tomtate",1,4
"3340",210,"tomtate",2,1
"3341",210,"viper moray",6,1
"3342",210,"white grunt",1,1
"3343",210,"white grunt",2,2
"3344",210,"white grunt",4,25
"3345",210,"white grunt",5,40
"3346",211,"bar jack",4,21
"3347",211,"beaugregory",1,2
"3348",211,"beaugregory",2,1
"3349",211,"black margate",6,2
"3350",211,"blue tang",2,1
"3351",211,"blue tang",3,2
"3352",211,"blue tang",4,1
"3353",211,"bluehead wrasse",1,14
"3354",211,"bluehead wrasse",2,16
"3355",211,"bluestriped grunt",2,2
"3356",211,"bluestriped grunt",3,8
"3357",211,"bluestriped grunt",4,50
"3358",211,"bluestriped grunt",5,36
"3359",211,"bluestriped grunt",6,1
"3360",211,"butter hamlet",2,1
"3361",211,"clown wrasse",1,1
"3362",211,"clown wrasse",2,2
"3363",211,"cottonwick",2,4
"3364",211,"cottonwick",3,1
"3365",211,"dusky damselfish",2,1
"3366",211,"french grunt",2,3
"3367",211,"gray snapper",4,4
"3368",211,"gray snapper",5,12
"3369",211,"green moray",6,1
"3370",211,"highhat",1,3
"3371",211,"highhat",2,1
"3372",211,"permit",6,1
"3373",211,"puddingwife",1,2
"3374",211,"redband parrotfish",2,3
"3375",211,"roughhead blenny",1,1
"3376",211,"sergeant major",1,20
"3377",211,"sergeant major",2,8
"3378",211,"sharpnose puffer",1,1
"3379",211,"sharpnose puffer",2,2
"3380",211,"slippery dick",2,6
"3381",211,"slippery dick",3,2
"3382",211,"smallmouth grunt",2,44
"3383",211,"spotted goatfish",2,4
"3384",211,"spotted goatfish",3,1
"3385",211,"stoplight parrotfish",1,3
"3386",211,"stoplight parrotfish",2,11
"3387",211,"stoplight parrotfish",3,1
"3388",211,"stoplight parrotfish",4,1
"3389",211,"striped parrotfish",1,12
"3390",211,"striped parrotfish",2,11
"3391",211,"tomtate",1,30
"3392",211,"tomtate",2,60
"3393",211,"tomtate",3,4
"3394",211,"trumpetfish",5,1
"3395",211,"white grunt",1,1
"3396",211,"white grunt",2,13
"3397",211,"white grunt",3,10
"3398",211,"white grunt",4,2
"3399",211,"white grunt",5,1
"3400",211,"yellowtail snapper",3,2
"3401",211,"yellowtail snapper",4,4
"3402",212,"atlantic spadefish",6,1
"3403",212,"beaugregory",1,7
"3404",212,"beaugregory",2,18
"3405",212,"bicolor damselfish",1,2
"3406",212,"bicolor damselfish",2,5
"3407",212,"black grouper",5,1
"3408",212,"blue angelfish",4,1
"3409",212,"bluehead wrasse",2,2
"3410",212,"bridled goby",1,3
"3411",212,"bridled goby",2,2
"3412",212,"butter hamlet",2,1
"3413",212,"dusky damselfish",1,3
"3414",212,"dusky damselfish",2,4
"3415",212,"foureye butterflyfish",1,3
"3416",212,"foureye butterflyfish",2,4
"3417",212,"french angelfish",4,1
"3418",212,"goldspot goby",1,28
"3419",212,"goldspot goby",2,2
"3420",212,"gray snapper",5,1
"3421",212,"gray snapper",6,3
"3422",212,"greater soapfish",5,1
"3423",212,"hogfish",5,1
"3424",212,"hogfish",6,3
"3425",212,"neon goby",1,15
"3426",212,"porkfish",3,1
"3427",212,"queen angelfish",1,2
"3428",212,"redband parrotfish",1,6
"3429",212,"redband parrotfish",2,1
"3430",212,"roughhead blenny",1,10
"3431",212,"sergeant major",2,1
"3432",212,"spotfin butterflyfish",1,1
"3433",212,"stoplight parrotfish",1,5
"3434",212,"stoplight parrotfish",2,5
"3435",212,"striped parrotfish",1,30
"3436",212,"striped parrotfish",2,68
"3437",212,"tiger goby",1,3
"3438",212,"white grunt",2,4
"3439",212,"white grunt",3,7
"3440",212,"white grunt",4,4
"3441",212,"white grunt",5,2
"3442",212,"yellowtail snapper",2,6
"3443",213,"atlantic spadefish",5,1
"3444",213,"balloonfish",4,2
"3445",213,"bar jack",6,10
"3446",213,"beaugregory",1,10
"3447",213,"beaugregory",2,28
"3448",213,"bicolor damselfish",1,1
"3449",213,"blue parrotfish",2,2
"3450",213,"blue parrotfish",5,1
"3451",213,"blue tang",3,1
"3452",213,"bluestriped grunt",4,30
"3453",213,"bluestriped grunt",5,11
"3454",213,"bridled goby",1,23
"3455",213,"bridled goby",2,18
"3456",213,"butter hamlet",2,1
"3457",213,"dusky damselfish",1,1
"3458",213,"dusky damselfish",2,1
"3459",213,"foureye butterflyfish",1,3
"3460",213,"french angelfish",4,1
"3461",213,"french angelfish",5,1
"3462",213,"french grunt",1,2
"3463",213,"french grunt",2,19
"3464",213,"french grunt",3,5
"3465",213,"goldspot goby",1,7
"3466",213,"goldspot goby",2,1
"3467",213,"gray snapper",4,10
"3468",213,"gray snapper",5,15
"3469",213,"gray triggerfish",4,1
"3470",213,"gray triggerfish",6,1
"3471",213,"hogfish",5,2
"3472",213,"hogfish",6,2
"3473",213,"midnight parrotfish",6,1
"3474",213,"neon goby",1,17
"3475",213,"porcupinefish",6,1
"3476",213,"porkfish",1,1
"3477",213,"porkfish",3,2
"3478",213,"porkfish",4,1
"3479",213,"purplemouth moray",6,2
"3480",213,"queen angelfish",1,1
"3481",213,"queen angelfish",2,2
"3482",213,"red grouper",6,6
"3483",213,"redband parrotfish",1,6
"3484",213,"redband parrotfish",2,5
"3485",213,"rosy blenny",2,1
"3486",213,"roughhead blenny",1,10
"3487",213,"sergeant major",1,8
"3488",213,"sergeant major",2,7
"3489",213,"sharpnose puffer",1,1
"3490",213,"sharpnose puffer",2,1
"3491",213,"smooth trunkfish",4,1
"3492",213,"stoplight parrotfish",1,5
"3493",213,"stoplight parrotfish",2,7
"3494",213,"striped parrotfish",1,71
"3495",213,"striped parrotfish",2,60
"3496",213,"tiger goby",1,6
"3497",213,"tomtate",1,5
"3498",213,"tomtate",2,2
"3499",213,"white grunt",1,29
"3500",213,"white grunt",2,11
"3501",213,"white grunt",3,57
"3502",213,"white grunt",4,82
"3503",213,"white grunt",5,2
"3504",213,"yellow chub",4,2
"3505",213,"yellow chub",5,1
"3506",213,"yellowhead wrasse",3,1
"3507",213,"yellowhead wrasse",4,1
"3508",213,"yellowtail snapper",3,10
"3509",213,"yellowtail snapper",4,1
"3510",214,"atlantic spadefish",5,1
"3511",214,"balloonfish",4,1
"3512",214,"balloonfish",5,1
"3513",214,"beaugregory",1,2
"3514",214,"beaugregory",2,7
"3515",214,"bluehead wrasse",2,1
"3516",214,"bluestriped grunt",3,5
"3517",214,"bluestriped grunt",4,20
"3518",214,"bluestriped grunt",5,7
"3519",214,"bridled goby",1,23
"3520",214,"bridled goby",2,8
"3521",214,"butter hamlet",2,1
"3522",214,"doctorfish",3,1
"3523",214,"doctorfish",4,1
"3524",214,"dusky damselfish",2,6
"3525",214,"foureye butterflyfish",2,3
"3526",214,"french grunt",2,1
"3527",214,"french grunt",3,1
"3528",214,"goldspot goby",1,13
"3529",214,"gray angelfish",4,1
"3530",214,"gray angelfish",5,1
"3531",214,"gray snapper",4,7
"3532",214,"gray snapper",5,11
"3533",214,"greater soapfish",3,1
"3534",214,"highhat",2,1
"3535",214,"highhat",3,1
"3536",214,"hogfish",4,1
"3537",214,"hogfish",5,3
"3538",214,"hogfish",6,3
"3539",214,"neon goby",1,17
"3540",214,"ocean surgeonfish",4,2
"3541",214,"purplemouth moray",6,1
"3542",214,"rainbow parrotfish",6,1
"3543",214,"redband parrotfish",1,7
"3544",214,"redband parrotfish",2,2
"3545",214,"redband parrotfish",4,2
"3546",214,"rosy blenny",2,2
"3547",214,"roughhead blenny",1,10
"3548",214,"spotfin butterflyfish",2,1
"3549",214,"spotted moray",6,1
"3550",214,"spotted scorpionfish",4,1
"3551",214,"stoplight parrotfish",1,4
"3552",214,"stoplight parrotfish",2,1
"3553",214,"striped parrotfish",1,8
"3554",214,"striped parrotfish",2,39
"3555",214,"tiger goby",1,1
"3556",214,"white grunt",1,5
"3557",214,"white grunt",2,57
"3558",214,"white grunt",3,69
"3559",214,"white grunt",4,75
"3560",214,"white grunt",5,2
"3561",214,"yellowtail snapper",4,1
"3562",215,"balloonfish",4,1
"3563",215,"bar jack",5,2
"3564",215,"bicolor damselfish",1,34
"3565",215,"bicolor damselfish",2,74
"3566",215,"blue chromis",2,6
"3567",215,"blue parrotfish",6,1
"3568",215,"blue tang",3,1
"3569",215,"bluehead wrasse",1,13
"3570",215,"bluehead wrasse",2,86
"3571",215,"bluehead wrasse",3,9
"3572",215,"bluelip parrotfish",1,3
"3573",215,"bluelip parrotfish",2,7
"3574",215,"bridled goby",1,8
"3575",215,"bridled goby",2,5
"3576",215,"butter hamlet",2,1
"3577",215,"clown wrasse",2,2
"3578",215,"colon goby",1,5
"3579",215,"creole wrasse",2,18
"3580",215,"creole wrasse",3,5
"3581",215,"doctorfish",5,1
"3582",215,"goldspot goby",1,9
"3583",215,"goldspot goby",2,3
"3584",215,"gray angelfish",5,1
"3585",215,"greenblotch parrotfish",1,2
"3586",215,"greenblotch parrotfish",2,12
"3587",215,"greenblotch parrotfish",4,1
"3588",215,"harlequin bass",2,8
"3589",215,"lantern bass",1,1
"3590",215,"lantern bass",2,2
"3591",215,"ocean surgeonfish",3,1
"3592",215,"ocean surgeonfish",4,9
"3593",215,"pallid goby",1,3
"3594",215,"pallid goby",2,1
"3595",215,"princess parrotfish",4,1
"3596",215,"queen angelfish",5,1
"3597",215,"rainbow parrotfish",6,1
"3598",215,"redband parrotfish",1,9
"3599",215,"redband parrotfish",2,10
"3600",215,"redband parrotfish",3,3
"3601",215,"redband parrotfish",4,1
"3602",215,"redband parrotfish",5,1
"3603",215,"redband parrotfish",6,1
"3604",215,"roughhead blenny",1,16
"3605",215,"sharpnose puffer",1,9
"3606",215,"sharpnose puffer",2,2
"3607",215,"slender filefish",2,2
"3608",215,"spotfin butterflyfish",3,1
"3609",215,"spotted goatfish",4,1
"3610",215,"stoplight parrotfish",5,2
"3611",215,"striped parrotfish",3,1
"3612",215,"striped parrotfish",4,1
"3613",215,"yellowhead wrasse",1,9
"3614",215,"yellowhead wrasse",2,39
"3615",215,"yellowhead wrasse",3,6
"3616",215,"yellowhead wrasse",4,1
"3617",216,"beaugregory",2,10
"3618",216,"bicolor damselfish",1,41
"3619",216,"bicolor damselfish",2,56
"3620",216,"black hamlet",2,1
"3621",216,"blue chromis",1,2
"3622",216,"blue chromis",2,18
"3623",216,"blue tang",2,2
"3624",216,"blue tang",3,2
"3625",216,"bluehead wrasse",1,58
"3626",216,"bluehead wrasse",2,67
"3627",216,"bridled goby",1,15
"3628",216,"bridled goby",2,7
"3629",216,"brown chromis",1,10
"3630",216,"brown chromis",2,10
"3631",216,"brown chromis",3,4
"3632",216,"butter hamlet",2,3
"3633",216,"butter hamlet",3,2
"3634",216,"clown wrasse",2,1
"3635",216,"colon goby",1,6
"3636",216,"creole wrasse",1,5
"3637",216,"creole wrasse",2,10
"3638",216,"creole wrasse",3,14
"3639",216,"creole wrasse",4,3
"3640",216,"foureye butterflyfish",2,1
"3641",216,"french angelfish",5,1
"3642",216,"french angelfish",6,1
"3643",216,"french grunt",3,8
"3644",216,"french grunt",4,3
"3645",216,"goldspot goby",1,11
"3646",216,"goldspot goby",2,1
"3647",216,"graysby",2,2
"3648",216,"graysby",4,1
"3649",216,"graysby",5,2
"3650",216,"greenblotch parrotfish",1,4
"3651",216,"greenblotch parrotfish",2,4
"3652",216,"harlequin bass",2,3
"3653",216,"hogfish",4,2
"3654",216,"masked goby",1,308
"3655",216,"midnight parrotfish",6,1
"3656",216,"ocean surgeonfish",3,1
"3657",216,"ocean surgeonfish",4,2
"3658",216,"pallid goby",1,8
"3659",216,"pallid goby",2,1
"3660",216,"princess parrotfish",2,2
"3661",216,"princess parrotfish",3,2
"3662",216,"princess parrotfish",4,2
"3663",216,"redband parrotfish",1,14
"3664",216,"redband parrotfish",2,8
"3665",216,"redband parrotfish",3,2
"3666",216,"redband parrotfish",4,4
"3667",216,"redband parrotfish",5,2
"3668",216,"reef butterflyfish",2,2
"3669",216,"rock beauty",3,3
"3670",216,"rock beauty",4,3
"3671",216,"roughhead blenny",1,9
"3672",216,"sharpnose puffer",1,12
"3673",216,"sharpnose puffer",2,3
"3674",216,"spanish hogfish",1,1
"3675",216,"spotfin butterflyfish",3,2
"3676",216,"stoplight parrotfish",2,1
"3677",216,"stoplight parrotfish",3,1
"3678",216,"stoplight parrotfish",4,2
"3679",216,"striped parrotfish",1,1
"3680",216,"striped parrotfish",2,30
"3681",216,"striped parrotfish",3,1
"3682",216,"striped parrotfish",4,2
"3683",216,"sunshinefish",1,1
"3684",216,"threespot damselfish",2,2
"3685",216,"white grunt",3,1
"3686",216,"white grunt",4,4
"3687",216,"white grunt",5,1
"3688",216,"yellowhead wrasse",1,18
"3689",216,"yellowhead wrasse",2,19
"3690",216,"yellowhead wrasse",3,6
"3691",216,"yellowhead wrasse",4,2
"3692",217,"atlantic spadefish",5,7
"3693",217,"beaugregory",2,12
"3694",217,"bicolor damselfish",1,2
"3695",217,"blackhead blenny",1,1
"3696",217,"blue angelfish",4,1
"3697",217,"blue parrotfish",6,1
"3698",217,"blue tang",3,1
"3699",217,"blue tang",4,1
"3700",217,"bluehead wrasse",1,1
"3701",217,"bluehead wrasse",2,4
"3702",217,"bluestriped grunt",2,4
"3703",217,"bluestriped grunt",3,27
"3704",217,"bluestriped grunt",4,6
"3705",217,"bridled goby",1,36
"3706",217,"bridled goby",2,9
"3707",217,"butter hamlet",2,4
"3708",217,"cocoa damselfish",2,9
"3709",217,"colon goby",1,16
"3710",217,"colon goby",2,18
"3711",217,"doctorfish",3,2
"3712",217,"doctorfish",4,3
"3713",217,"doctorfish",5,3
"3714",217,"french grunt",1,4
"3715",217,"french grunt",2,11
"3716",217,"french grunt",3,3
"3717",217,"french grunt",4,1
"3718",217,"gag grouper",6,3
"3719",217,"goldspot goby",1,51
"3720",217,"goldspot goby",2,7
"3721",217,"gray angelfish",4,4
"3722",217,"gray snapper",4,1
"3723",217,"hogfish",4,1
"3724",217,"lane snapper",3,1
"3725",217,"lane snapper",4,1
"3726",217,"masked goby",1,12
"3727",217,"neon goby",1,17
"3728",217,"neon goby",2,1
"3729",217,"papillose blenny",1,1
"3730",217,"porkfish",1,1
"3731",217,"porkfish",4,2
"3732",217,"porkfish",5,5
"3733",217,"queen angelfish",2,1
"3734",217,"red grouper",6,4
"3735",217,"redband parrotfish",2,6
"3736",217,"redband parrotfish",3,1
"3737",217,"redband parrotfish",4,1
"3738",217,"redband parrotfish",5,3
"3739",217,"rosy blenny",1,1
"3740",217,"roughhead blenny",1,4
"3741",217,"saddled blenny",2,1
"3742",217,"sharpnose puffer",1,4
"3743",217,"sharpnose puffer",2,2
"3744",217,"stoplight parrotfish",2,4
"3745",217,"stoplight parrotfish",5,1
"3746",217,"striped parrotfish",1,9
"3747",217,"striped parrotfish",2,17
"3748",217,"striped parrotfish",3,4
"3749",217,"tomtate",1,3
"3750",217,"tomtate",2,401
"3751",217,"tomtate",3,1
"3752",217,"trumpetfish",6,2
"3753",217,"white grunt",2,47
"3754",217,"white grunt",3,102
"3755",217,"white grunt",4,70
"3756",217,"white grunt",5,5
"3757",217,"yellowhead wrasse",4,1
"3758",217,"yellowtail snapper",2,5
"3759",218,"bar jack",5,1
"3760",218,"bar jack",6,2
"3761",218,"barred cardinalfish",1,1
"3762",218,"barred cardinalfish",2,2
"3763",218,"beaugregory",2,4
"3764",218,"bicolor damselfish",1,1
"3765",218,"bluehead wrasse",1,2
"3766",218,"bluehead wrasse",2,5
"3767",218,"bluehead wrasse",3,3
"3768",218,"bridled goby",1,19
"3769",218,"bridled goby",2,8
"3770",218,"cocoa damselfish",1,1
"3771",218,"cocoa damselfish",2,3
"3772",218,"colon goby",1,21
"3773",218,"colon goby",2,3
"3774",218,"cottonwick",2,1
"3775",218,"doctorfish",4,1
"3776",218,"dusky damselfish",1,1
"3777",218,"french grunt",1,5
"3778",218,"french grunt",2,51
"3779",218,"goldspot goby",1,11
"3780",218,"goldspot goby",2,3
"3781",218,"gray angelfish",5,1
"3782",218,"hogfish",5,2
"3783",218,"hogfish",6,2
"3784",218,"lionfish",5,1
"3785",218,"neon goby",1,49
"3786",218,"porkfish",6,1
"3787",218,"queen angelfish",2,1
"3788",218,"rainbow parrotfish",6,1
"3789",218,"rosy blenny",1,3
"3790",218,"rosy blenny",2,1
"3791",218,"roughhead blenny",1,3
"3792",218,"sharpnose puffer",2,7
"3793",218,"slippery dick",1,1
"3794",218,"slippery dick",2,4
"3795",218,"slippery dick",3,1
"3796",218,"spotted goatfish",2,1
"3797",218,"spotted moray",6,3
"3798",218,"spotted scorpionfish",5,1
"3799",218,"stoplight parrotfish",2,1
"3800",218,"striped parrotfish",1,10
"3801",218,"striped parrotfish",2,3
"3802",218,"tiger goby",1,2
"3803",218,"tomtate",1,59
"3804",218,"tomtate",2,328
