session,date_site,site,SVC_date,SVC_surveyor,SVC_dive_start,SVC_dive_end,SVC_sample_start,SVC_sample_end,SVC_total_sample_time,SVC_cylinder_rad,SVC_cylinder_area,SVC_temp_f,SVC_current,SVC_vis_ft,SVC_habitat,SVC_max_depth,SVC_min_depth,SVC_stat_depth,max_hard_relief,max_soft_relief,Sub < .2m,Sub .2-.5m,Sub .5-1m,Sub 1-1.5m,Sub > 1.5m,sand,hard-bottom,Rubble,Algae (<1cm),Algae (>1cm),sponge,octocoral,stony,other,period,species,SVC_abundance,SVC_mean_tl,SVC_min_tl,SVC_max_tl,L1,A1,L2,A2,L3,A3,L4,A4,L5,A5
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,NA,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,greenblotch parrotfish,2,5.5,5,6,5,1,NA,NA,NA,NA,NA,NA,6,1
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,NA,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,1,harlequin bass,2,8.5,8,9,8,1,NA,NA,NA,NA,NA,NA,9,1
165,2014-09-24_KL-W2,KL-W2,2014-09-24,Lizard,950,1030,955,1024,NA,7,153.93804,80,Strong,60,Continuous,68,46,52,0.5,1,50,40,10,0,0,0,100,0,30,10,20,35,5,0,2,sharpnose puffer,2,6,5,7,5,1,NA,NA,NA,NA,NA,NA,7,1
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,NA,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,reef butterflyfish,2,9,8,10,8,1,NA,NA,NA,NA,NA,NA,10,1
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,NA,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,1,ocean surgeonfish,2,11,10,12,10,1,NA,NA,NA,NA,NA,NA,12,1
166,2014-09-24_KL-W8,KL-W8,2014-09-24,Lizard,1153,1240,1159,1233,NA,7,153.93804,82,None,70,Continuous,65,50,53,0.8,1.2,15,70,10,5,0,0,90,10,25,15,20,40,10,0,2,spotfin butterflyfish,2,14,13,15,13,1,NA,NA,NA,NA,NA,NA,15,1
168,2014-09-25_KL-P11,KL-P11,2014-09-25,Lizard,1612,1645,1616,1632,NA,3,28.27433388,82,None,10,Patch,10,8,8,0.4,1.5,50,40,5,5,0,0,60,40,25,10,10,50,5,0,1,cocoa damselfish,2,5.5,3,8,3,1,NA,NA,NA,NA,NA,NA,8,1
169,2014-09-25_KL-P13,KL-P13,2014-09-25,Lizard,1450,1515,1459,1520,NA,5,78.53981634,81,Mild,15,Patch,10,8,8,0.8,1.4,20,40,30,10,0,0,70,30,10,20,15,40,15,0,1,cocoa damselfish,2,7.5,6,9,6,1,NA,NA,NA,NA,NA,NA,9,1
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,1,gray snapper,2,31,28,34,28,1,NA,NA,NA,NA,NA,NA,34,1
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,1,cocoa damselfish,2,7,6,8,6,1,NA,NA,NA,NA,NA,NA,8,1
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,1,yellowtail snapper,2,12,11,13,11,1,NA,NA,NA,NA,NA,NA,13,1
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,2,french grunt,2,7.5,7,8,7,1,NA,NA,NA,NA,NA,NA,8,1
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,rock beauty,2,17,11,23,11,1,NA,NA,NA,NA,NA,NA,23,1
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,blue tang,2,13,12,14,12,1,NA,NA,NA,NA,NA,NA,14,1
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,reef butterflyfish,2,10.5,10,11,10,1,NA,NA,NA,NA,NA,NA,11,1
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,sharpnose puffer,2,3.5,3,4,3,1,NA,NA,NA,NA,NA,NA,4,1
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,2,greenblotch parrotfish,2,3.5,3,4,3,1,NA,NA,NA,NA,NA,NA,4,1
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,bluelip parrotfish,2,3.5,3,4,3,1,NA,NA,NA,NA,NA,NA,4,1
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,yellowhead wrasse,2,8,3,13,3,1,NA,NA,NA,NA,NA,NA,13,1
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,yellowhead jawfish,2,7.5,7,8,7,1,NA,NA,NA,NA,NA,NA,8,1
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,spotfin butterflyfish,2,12.5,12,13,12,1,NA,NA,NA,NA,NA,NA,13,1
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,reef butterflyfish,2,8.5,8,9,8,1,NA,NA,NA,NA,NA,NA,9,1
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,striped parrotfish,2,8.5,8,9,8,1,NA,NA,NA,NA,NA,NA,9,1
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,2,rock beauty,2,15,10,20,10,1,NA,NA,NA,NA,NA,NA,20,1
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,graysby,2,17.5,15,20,15,1,NA,NA,NA,NA,NA,NA,20,1
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,french grunt,2,16,15,17,15,1,NA,NA,NA,NA,NA,NA,17,1
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,rock beauty,2,10.5,10,11,10,1,NA,NA,NA,NA,NA,NA,11,1
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,greenblotch parrotfish,2,4.5,4,5,4,1,NA,NA,NA,NA,NA,NA,5,1
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,foureye butterflyfish,2,7.5,7,8,7,1,NA,NA,NA,NA,NA,NA,8,1
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,1,blue tang,2,14,13,15,13,1,NA,NA,NA,NA,NA,NA,15,1
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,1,cocoa damselfish,2,5.5,4,7,4,1,NA,NA,NA,NA,NA,NA,7,1
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,1,harlequin bass,2,10.5,10,11,10,1,NA,NA,NA,NA,NA,NA,11,1
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,1,graysby,2,16,15,17,15,1,NA,NA,NA,NA,NA,NA,17,1
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,1,smooth trunkfish,2,20,15,25,15,1,NA,NA,NA,NA,NA,NA,25,1
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,1,puddingwife,2,7,6,8,6,1,NA,NA,NA,NA,NA,NA,8,1
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,1,greenblotch parrotfish,2,7,6,8,6,1,NA,NA,NA,NA,NA,NA,8,1
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,2,doctorfish,2,19,17,21,17,1,NA,NA,NA,NA,NA,NA,21,1
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,1,striped parrotfish,2,2.5,2,3,2,1,NA,NA,NA,NA,NA,NA,3,1
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,1,graysby,2,13.5,12,15,12,1,NA,NA,NA,NA,NA,NA,15,1
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,1,harlequin bass,2,11,10,12,10,1,NA,NA,NA,NA,NA,NA,12,1
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,1,ocean surgeonfish,2,14.5,12,17,12,1,NA,NA,NA,NA,NA,NA,17,1
177,2014-09-28_Ten 5A,Ten 5A,2014-09-28,Lizard,1050,1145,1102,1136,NA,7,153.93804,84,None,60,Continuous,34,27,28,0.3,1,60,30,10,0,0,0,95,5,20,40,17,20,3,0,1,slippery dick,2,12,11,13,11,1,NA,NA,NA,NA,NA,NA,13,1
177,2014-09-28_Ten 5A,Ten 5A,2014-09-28,Lizard,1050,1145,1102,1136,NA,7,153.93804,84,None,60,Continuous,34,27,28,0.3,1,60,30,10,0,0,0,95,5,20,40,17,20,3,0,1,greenblotch parrotfish,2,7.5,7,8,7,1,NA,NA,NA,NA,NA,NA,8,1
177,2014-09-28_Ten 5A,Ten 5A,2014-09-28,Lizard,1050,1145,1102,1136,NA,7,153.93804,84,None,60,Continuous,34,27,28,0.3,1,60,30,10,0,0,0,95,5,20,40,17,20,3,0,1,doctorfish,2,21.5,20,23,20,1,NA,NA,NA,NA,NA,NA,23,1
177,2014-09-28_Ten 5A,Ten 5A,2014-09-28,Lizard,1050,1145,1102,1136,NA,7,153.93804,84,None,60,Continuous,34,27,28,0.3,1,60,30,10,0,0,0,95,5,20,40,17,20,3,0,2,blue runner,2,28.5,27,30,27,1,NA,NA,NA,NA,NA,NA,30,1
178,2014-09-14_Conch 3A,Conch 3A,2014-09-14,Ellie Splain,1008,1045,1012,1017,NA,7,153.93804,84,Mild,70,Continuous,55,40,42,1.5,1.1,20,30,30,15,5,15,85,0,30,0,20,30,20,0,1,permit,2,100,100,100,100,1,NA,NA,NA,NA,NA,NA,100,1
178,2014-09-14_Conch 3A,Conch 3A,2014-09-14,Ellie Splain,1008,1045,1012,1017,NA,7,153.93804,84,Mild,70,Continuous,55,40,42,1.5,1.1,20,30,30,15,5,15,85,0,30,0,20,30,20,0,1,porkfish,2,27,25,30,25,1,NA,NA,NA,NA,NA,NA,30,1
178,2014-09-14_Conch 3A,Conch 3A,2014-09-14,Ellie Splain,1008,1045,1012,1017,NA,7,153.93804,84,Mild,70,Continuous,55,40,42,1.5,1.1,20,30,30,15,5,15,85,0,30,0,20,30,20,0,1,yellowhead wrasse,2,10,7,13,7,1,NA,NA,NA,NA,NA,NA,13,1
178,2014-09-14_Conch 3A,Conch 3A,2014-09-14,Ellie Splain,1008,1045,1012,1017,NA,7,153.93804,84,Mild,70,Continuous,55,40,42,1.5,1.1,20,30,30,15,5,15,85,0,30,0,20,30,20,0,1,squirrelfish,2,26,18,30,18,1,NA,NA,NA,NA,NA,NA,30,1
179,2014-09-14_Conch 4B,Conch 4B,2014-09-14,Ellie Splain,1200,NA,1204,1209,NA,7,153.93804,84,Mild,60,Continuous,46,42,41,1,0.8,30,50,20,0,0,10,90,0,50,0,15,20,15,0,1,graysby,2,16,15,17,15,1,NA,NA,NA,NA,NA,NA,17,1
179,2014-09-14_Conch 4B,Conch 4B,2014-09-14,Ellie Splain,1200,NA,1204,1209,NA,7,153.93804,84,Mild,60,Continuous,46,42,41,1,0.8,30,50,20,0,0,10,90,0,50,0,15,20,15,0,1,bridled goby,2,3,2,5,2,1,NA,NA,NA,NA,NA,NA,5,1
179,2014-09-14_Conch 4B,Conch 4B,2014-09-14,Ellie Splain,1200,NA,1204,1209,NA,7,153.93804,84,Mild,60,Continuous,46,42,41,1,0.8,30,50,20,0,0,10,90,0,50,0,15,20,15,0,1,sharpnose puffer,2,5,5,5,5,1,NA,NA,NA,NA,NA,NA,5,1
179,2014-09-14_Conch 4B,Conch 4B,2014-09-14,Ellie Splain,1200,NA,1204,1209,NA,7,153.93804,84,Mild,60,Continuous,46,42,41,1,0.8,30,50,20,0,0,10,90,0,50,0,15,20,15,0,1,spanish hogfish,2,13,6,20,6,1,NA,NA,NA,NA,NA,NA,20,1
179,2014-09-14_Conch 4B,Conch 4B,2014-09-14,Ellie Splain,1200,NA,1204,1209,NA,7,153.93804,84,Mild,60,Continuous,46,42,41,1,0.8,30,50,20,0,0,10,90,0,50,0,15,20,15,0,1,spotfin butterflyfish,2,13,13,13,13,1,NA,NA,NA,NA,NA,NA,13,1
180,2014-09-14_Conch 6A,Conch 6A,2014-09-14,Ellie Splain,1345,NA,1348,1353,NA,7,153.93804,84,Moderate,60,Continuous,45,42,42,0.5,0.8,40,30,30,0,0,5,95,0,40,0,20,30,10,0,1,greenblotch parrotfish,2,6,5,8,5,1,NA,NA,NA,NA,NA,NA,8,1
182,2014-09-29_KL-P2,KL-P2,2014-09-29,Ellie Splain,1524,1545,1528,1533,NA,3,28.27433388,84,Mild,15,Patch,17,15,14,0.7,0.5,0,70,30,0,0,30,70,0,15,0,10,10,65,0,1,red grouper,2,40,35,45,35,1,NA,NA,NA,NA,NA,NA,45,1
182,2014-09-29_KL-P2,KL-P2,2014-09-29,Ellie Splain,1524,1545,1528,1533,NA,3,28.27433388,84,Mild,15,Patch,17,15,14,0.7,0.5,0,70,30,0,0,30,70,0,15,0,10,10,65,0,1,stoplight parrotfish,2,25,25,25,25,1,NA,NA,NA,NA,NA,NA,25,1
182,2014-09-29_KL-P2,KL-P2,2014-09-29,Ellie Splain,1524,1545,1528,1533,NA,3,28.27433388,84,Mild,15,Patch,17,15,14,0.7,0.5,0,70,30,0,0,30,70,0,15,0,10,10,65,0,1,porkfish,2,25,25,25,25,1,NA,NA,NA,NA,NA,NA,25,1
182,2014-09-29_KL-P2,KL-P2,2014-09-29,Ellie Splain,1524,1545,1528,1533,NA,3,28.27433388,84,Mild,15,Patch,17,15,14,0.7,0.5,0,70,30,0,0,30,70,0,15,0,10,10,65,0,1,rainbow parrotfish,2,36,32,40,32,1,NA,NA,NA,NA,NA,NA,40,1
182,2014-09-29_KL-P2,KL-P2,2014-09-29,Ellie Splain,1524,1545,1528,1533,NA,3,28.27433388,84,Mild,15,Patch,17,15,14,0.7,0.5,0,70,30,0,0,30,70,0,15,0,10,10,65,0,1,threespot damselfish,2,6,4,8,4,1,NA,NA,NA,NA,NA,NA,8,1
182,2014-09-29_KL-P2,KL-P2,2014-09-29,Ellie Splain,1524,1545,1528,1533,NA,3,28.27433388,84,Mild,15,Patch,17,15,14,0.7,0.5,0,70,30,0,0,30,70,0,15,0,10,10,65,0,1,sharpnose puffer,2,8,7,10,7,1,NA,NA,NA,NA,NA,NA,10,1
182,2014-09-29_KL-P2,KL-P2,2014-09-29,Ellie Splain,1524,1545,1528,1533,NA,3,28.27433388,84,Mild,15,Patch,17,15,14,0.7,0.5,0,70,30,0,0,30,70,0,15,0,10,10,65,0,1,blue tang,2,15,14,17,14,1,NA,NA,NA,NA,NA,NA,17,1
185,2015-03-16_BISC-P12a,BISC-P12a,2015-03-16,Elizabeth Underwood,1536,1605,1539,1558,NA,3,28.27433388,78,None,10,Patch,14,8,10,0.5,1.5,20,10,65,5,0,0,100,0,15,0,5,75,5,0,1,porkfish,2,22.5,20,25,20,1,NA,NA,NA,NA,NA,NA,25,1
185,2015-03-16_BISC-P12a,BISC-P12a,2015-03-16,Elizabeth Underwood,1536,1605,1539,1558,NA,3,28.27433388,78,None,10,Patch,14,8,10,0.5,1.5,20,10,65,5,0,0,100,0,15,0,5,75,5,0,1,stoplight parrotfish,2,5.5,4,7,4,1,NA,NA,NA,NA,NA,NA,7,1
185,2015-03-16_BISC-P12a,BISC-P12a,2015-03-16,Elizabeth Underwood,1536,1605,1539,1558,NA,3,28.27433388,78,None,10,Patch,14,8,10,0.5,1.5,20,10,65,5,0,0,100,0,15,0,5,75,5,0,1,yellowtail snapper,2,9,8,10,8,1,NA,NA,NA,NA,NA,NA,10,1
186,2015-03-16_BISC-P13a,BISC-P13a,2015-03-16,Elizabeth Underwood,1417,1440,1421,1438,NA,5,78.53981634,78,None,15,Patch,26,6,7,0.5,1,20,30,50,0,0,0,95,5,5,5,5,80,5,0,1,needlefish sp.,2,11,10,12,10,1,NA,NA,NA,NA,NA,NA,12,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,graysby,2,15,10,20,10,1,NA,NA,NA,NA,NA,NA,20,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,gray angelfish,2,37.5,35,40,35,1,NA,NA,NA,NA,NA,NA,40,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,beaugregory,2,6.5,6,7,6,1,NA,NA,NA,NA,NA,NA,7,1
187,2015-03-16_BISC-W13,BISC-W13,2015-03-16,Elizabeth Underwood,1030,1115,1036,1110,NA,7.5,176.7145868,75,Mild,50,Continuous,55,50,52,0.7,1,50,35,15,0,0,60,40,0,20,5,30,40,5,0,1,spotfin butterflyfish,2,13,12,14,12,1,NA,NA,NA,NA,NA,NA,14,1
188,2015-03-16_BISC-W60-4b,BISC-W60-4b,2015-03-16,Elizabeth Underwood,1237,1315,1243,1308,NA,7.5,176.7145868,73,Mild,50,Continuous,53,45,47,0.5,1,20,60,20,0,0,0,95,5,5,0,40,50,5,0,1,yellowhead wrasse,2,6,5,7,5,1,NA,NA,NA,NA,NA,NA,7,1
188,2015-03-16_BISC-W60-4b,BISC-W60-4b,2015-03-16,Elizabeth Underwood,1237,1315,1243,1308,NA,7.5,176.7145868,73,Mild,50,Continuous,53,45,47,0.5,1,20,60,20,0,0,0,95,5,5,0,40,50,5,0,1,striped parrotfish,2,8.5,5,12,5,1,NA,NA,NA,NA,NA,NA,12,1
188,2015-03-16_BISC-W60-4b,BISC-W60-4b,2015-03-16,Elizabeth Underwood,1237,1315,1243,1308,NA,7.5,176.7145868,73,Mild,50,Continuous,53,45,47,0.5,1,20,60,20,0,0,0,95,5,5,0,40,50,5,0,1,sharpnose puffer,2,5,4,6,4,1,NA,NA,NA,NA,NA,NA,6,1
188,2015-03-16_BISC-W60-4b,BISC-W60-4b,2015-03-16,Elizabeth Underwood,1237,1315,1243,1308,NA,7.5,176.7145868,73,Mild,50,Continuous,53,45,47,0.5,1,20,60,20,0,0,0,95,5,5,0,40,50,5,0,1,doctorfish,2,12.5,10,15,10,1,NA,NA,NA,NA,NA,NA,15,1
188,2015-03-16_BISC-W60-4b,BISC-W60-4b,2015-03-16,Elizabeth Underwood,1237,1315,1243,1308,NA,7.5,176.7145868,73,Mild,50,Continuous,53,45,47,0.5,1,20,60,20,0,0,0,95,5,5,0,40,50,5,0,1,foureye butterflyfish,2,6,5,7,5,1,NA,NA,NA,NA,NA,NA,7,1
189,2015-03-17_KL-W2,KL-W2,2015-03-17,Elizabeth Underwood,1602,1645,1606,1639,NA,7.5,176.7145868,75,Mild,70,Continuous,46,40,42,1,1.5,45,30,20,5,0,0,80,20,40,5,30,20,5,0,1,blue tang,2,NA,10,13,10,1,NA,NA,NA,NA,NA,NA,13,1
189,2015-03-17_KL-W2,KL-W2,2015-03-17,Elizabeth Underwood,1602,1645,1606,1639,NA,7.5,176.7145868,75,Mild,70,Continuous,46,40,42,1,1.5,45,30,20,5,0,0,80,20,40,5,30,20,5,0,1,foureye butterflyfish,2,7,7,7,7,1,NA,NA,NA,NA,NA,NA,7,1
189,2015-03-17_KL-W2,KL-W2,2015-03-17,Elizabeth Underwood,1602,1645,1606,1639,NA,7.5,176.7145868,75,Mild,70,Continuous,46,40,42,1,1.5,45,30,20,5,0,0,80,20,40,5,30,20,5,0,1,black hamlet,2,8,8,8,8,1,NA,NA,NA,NA,NA,NA,8,1
189,2015-03-17_KL-W2,KL-W2,2015-03-17,Elizabeth Underwood,1602,1645,1606,1639,NA,7.5,176.7145868,75,Mild,70,Continuous,46,40,42,1,1.5,45,30,20,5,0,0,80,20,40,5,30,20,5,0,1,yellowhead wrasse,2,4.5,2,7,2,1,NA,NA,NA,NA,NA,NA,7,1
189,2015-03-17_KL-W2,KL-W2,2015-03-17,Elizabeth Underwood,1602,1645,1606,1639,NA,7.5,176.7145868,75,Mild,70,Continuous,46,40,42,1,1.5,45,30,20,5,0,0,80,20,40,5,30,20,5,0,1,reef butterflyfish,2,8,8,8,8,1,NA,NA,NA,NA,NA,NA,8,1
189,2015-03-17_KL-W2,KL-W2,2015-03-17,Elizabeth Underwood,1602,1645,1606,1639,NA,7.5,176.7145868,75,Mild,70,Continuous,46,40,42,1,1.5,45,30,20,5,0,0,80,20,40,5,30,20,5,0,2,harlequin bass,2,8.5,8,9,8,1,NA,NA,NA,NA,NA,NA,9,1
190,2015-03-17_KL-W7,KL-W7,2015-03-17,Elizabeth Underwood,1358,1445,1404,1436,NA,7.5,176.7145868,75,None,60,Continuous,60,45,48,1.5,1.5,25,20,50,5,0,0,95,5,25,5,37,30,3,0,1,creole wrasse,2,6,5,7,5,1,NA,NA,NA,NA,NA,NA,7,1
190,2015-03-17_KL-W7,KL-W7,2015-03-17,Elizabeth Underwood,1358,1445,1404,1436,NA,7.5,176.7145868,75,None,60,Continuous,60,45,48,1.5,1.5,25,20,50,5,0,0,95,5,25,5,37,30,3,0,1,brown chromis,2,6.5,6,7,6,1,NA,NA,NA,NA,NA,NA,7,1
190,2015-03-17_KL-W7,KL-W7,2015-03-17,Elizabeth Underwood,1358,1445,1404,1436,NA,7.5,176.7145868,75,None,60,Continuous,60,45,48,1.5,1.5,25,20,50,5,0,0,95,5,25,5,37,30,3,0,2,foureye butterflyfish,2,10,10,10,10,1,NA,NA,NA,NA,NA,NA,10,1
191,BISC-P14a_2015-03-18,BISC-P14a,2015-03-18,Ellie Splain,1522,1547,1525,1530,NA,5,78.53981634,79,Mild,20,Patch,9,7,7,NA,NA,20,25,35,10,0,10,90,0,10,5,0,50,35,0,1,ocean surgeonfish,2,5,4,7,4,1,NA,NA,NA,NA,NA,NA,7,1
191,BISC-P14a_2015-03-18,BISC-P14a,2015-03-18,Ellie Splain,1522,1547,1525,1530,NA,5,78.53981634,79,Mild,20,Patch,9,7,7,NA,NA,20,25,35,10,0,10,90,0,10,5,0,50,35,0,1,puddingwife,2,2.5,2,3,2,1,NA,NA,NA,NA,NA,NA,3,1
192,BISC-P15a_2015-03-18,BISC-P15a,2015-03-18,Ellie Splain,1324,1346,1327,1342,NA,5,78.53981634,77,Mild,20,Patch,14,7,8,NA,NA,10,15,60,10,5,15,85,0,10,0,0,80,10,0,1,french grunt,2,13,12,14,12,1,NA,NA,NA,NA,NA,NA,14,1
